matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113910203,804,8117,50.0,10.0,50.0,10.0,7.0,0.0,1.0,0.0,1.0,48.0,60.0,51.0,4.0,4.0,12.0,16.0,43.0,64.0,14.0,71.0,24.0,43.0,4.0,33.0,60.0,13.0,43.0,4.0,47.0,32.0,10.0,5.0,7.0,5.0,5.0,62.0,192.5,15.0,3.0,66.0,5.0,51.0,29.0,11.0,48.0,0.0,50.0,14.0,8.0,81.0,81.0,58.0246913580247,63.2183908045977,-5.193699446573007
113910203,8117,804,61.0,2.0,61.0,2.0,0.0,3.0,0.0,1.0,0.0,52.0,75.0,48.0,3.0,3.0,10.0,13.0,57.0,72.0,16.0,50.0,20.0,54.0,1.0,50.0,63.0,8.0,54.0,1.0,55.0,40.0,8.0,7.0,6.0,8.0,4.0,25.0,363.5,13.0,2.0,61.0,13.0,56.0,24.0,6.0,53.0,0.0,50.0,10.0,2.0,87.0,87.0,63.2183908045977,58.0246913580247,5.193699446573007
