matchId,squadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117070202,801,1,11.0,1.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,63.0,5.0,0.0,0.0,1.0,1.0,10.0,18.0,1.0,0.0,4.0,8.0,0.0,6.0,12.0,4.0,8.0,0.0,8.0,5.0,0.0,3.0,1.0,0.0,0.0,50.0,54.0,4.0,0.0,9.0,4.0,8.0,4.0,4.0,59.0,0.0,100.0,3.0,2.0,16.0,96.0,50.0,50.0,0.0
117070202,801,2,9.0,1.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,50.0,7.0,0.0,0.0,4.0,4.0,9.0,17.0,2.0,100.0,4.0,8.0,0.0,8.0,10.0,2.0,8.0,0.0,8.0,4.0,2.0,2.0,0.0,1.0,1.0,50.0,50.0,2.0,0.0,9.0,0.0,8.0,5.0,2.0,49.0,0.0,50.0,3.0,1.0,14.0,84.0,57.14285714285714,53.333333333333336,3.809523809523803
117070202,801,3,4.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,38.0,15.0,1.0,1.0,2.0,3.0,7.0,12.0,3.0,33.0,7.0,3.0,1.0,4.0,7.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,28.0,1.0,0.0,16.0,2.0,5.0,8.0,1.0,38.0,0.0,0.0,7.0,0.0,17.0,102.0,23.52941176470588,68.75,-45.220588235294116
117070202,801,4,7.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,40.0,6.0,1.0,1.0,4.0,5.0,9.0,14.0,2.0,100.0,5.0,5.0,1.0,6.0,9.0,3.0,5.0,1.0,6.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,43.5,2.0,2.0,8.0,2.0,7.0,7.0,0.0,45.0,0.0,0.0,3.0,0.0,17.0,102.0,35.294117647058826,60.0,-24.705882352941174
117070202,810,1,8.0,2.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,63.0,11.0,0.0,0.0,5.0,5.0,7.0,12.0,1.0,0.0,3.0,6.0,1.0,5.0,10.0,3.0,6.0,1.0,7.0,5.0,0.0,2.0,0.0,1.0,1.0,33.0,46.5,3.0,0.0,14.0,1.0,8.0,4.0,1.0,41.0,0.0,67.0,3.0,1.0,14.0,84.0,50.0,50.0,0.0
117070202,810,2,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,67.0,8.0,1.0,1.0,0.0,1.0,8.0,10.0,2.0,100.0,5.0,7.0,1.0,6.0,10.0,2.0,7.0,1.0,8.0,6.0,2.0,0.0,1.0,0.0,1.0,50.0,23.5,4.0,1.0,12.0,2.0,9.0,6.0,2.0,51.0,0.0,0.0,4.0,1.0,15.0,90.0,53.333333333333336,57.14285714285714,-3.809523809523803
117070202,810,3,12.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,63.0,5.0,1.0,1.0,1.0,2.0,11.0,14.0,1.0,100.0,5.0,11.0,0.0,10.0,12.0,1.0,11.0,0.0,11.0,5.0,1.0,5.0,2.0,0.0,0.0,100.0,57.5,1.0,0.0,6.0,2.0,11.0,5.0,1.0,62.0,0.0,71.0,2.0,1.0,16.0,96.0,68.75,23.52941176470588,45.220588235294116
117070202,810,4,14.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,89.0,6.0,1.0,1.0,2.0,3.0,13.0,14.0,4.0,50.0,4.0,12.0,0.0,10.0,14.0,2.0,12.0,0.0,12.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,87.5,1.0,0.0,7.0,1.0,12.0,4.0,2.0,55.0,0.0,67.0,2.0,0.0,20.0,120.0,60.0,35.294117647058826,24.705882352941174
