matchId,playerId,squadId,minutesPlayed
117070202,1001865,801,20.0
117070202,1007306,801,28.783333333333335
117070202,1016033,801,29.65
117070202,1020223,801,20.0
117070202,999806,801,29.966666666666665
117070202,1019205,801,29.466666666666665
117070202,80830,801,31.066666666666666
117070202,1022294,801,11.25
117070202,1019168,801,20.35
117070202,1015271,801,20.0
117070202,1012933,801,10.183333333333334
117070202,1007301,801,29.283333333333335
117070202,1007298,810,20.0
117070202,994215,810,30.0
117070202,1000231,810,27.0
117070202,80473,810,22.75
117070202,80534,810,30.0
117070202,1014130,810,40.0
117070202,80343,810,30.0
117070202,1022761,810,3.0
117070202,1005495,810,20.0
117070202,80826,810,20.0
117070202,80301,810,20.0
117070202,1026857,810,17.25
