matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
117070202,1001865,801,GS,0,S,1200,1200
117070202,1001865,801,S,1200,S,2400,1200
117070202,1007306,801,GA,0,S,1200,1200
117070202,1007306,801,S,1200,GS,1541,341
117070202,1007306,801,GS,1541,C,1800,259
117070202,1007306,801,C,1800,S,1802,2
117070202,1007306,801,S,1802,GS,2134,332
117070202,1007306,801,GS,2134,GS,2400,266
117070202,1016033,801,WA,0,S,600,600
117070202,1016033,801,S,600,C,1200,600
117070202,1016033,801,C,1200,S,1800,600
117070202,1016033,801,S,1800,WA,1821,21
117070202,1016033,801,WA,1821,WA,2400,579
117070202,1020223,801,C,0,S,1200,1200
117070202,1020223,801,S,1200,S,2400,1200
117070202,999806,801,WD,0,S,1200,1200
117070202,999806,801,S,1200,C,1802,602
117070202,999806,801,C,1802,C,2400,598
117070202,1019205,801,GD,0,S,643,643
117070202,1019205,801,S,643,GK,664,21
117070202,1019205,801,GK,664,S,1200,536
117070202,1019205,801,S,1200,WD,1811,611
117070202,1019205,801,WD,1811,WD,2400,589
117070202,80830,801,GK,0,S,664,664
117070202,80830,801,S,664,GK,1200,536
117070202,80830,801,GK,1200,GK,2400,1200
117070202,1022294,801,S,0,GS,1200,1200
117070202,1022294,801,GS,1200,S,1541,341
117070202,1022294,801,S,1541,GS,1800,259
117070202,1022294,801,GS,1800,S,2134,334
117070202,1022294,801,S,2134,S,2400,266
117070202,1019168,801,S,0,WA,600,600
117070202,1019168,801,WA,600,S,1821,1221
117070202,1019168,801,S,1821,S,2400,579
117070202,1015271,801,S,0,GA,1200,1200
117070202,1015271,801,GA,1200,GA,2400,1200
117070202,1012933,801,S,0,WD,1200,1200
117070202,1012933,801,WD,1200,S,1811,611
117070202,1012933,801,S,1811,S,2400,589
117070202,1007301,801,S,0,GD,643,643
117070202,1007301,801,GD,643,GD,2400,1757
117070202,1007298,810,GS,0,S,1200,1200
117070202,1007298,810,S,1200,S,2400,1200
117070202,994215,810,GA,0,S,1800,1800
117070202,994215,810,S,1800,S,2400,600
117070202,1000231,810,WA,0,S,1200,1200
117070202,1000231,810,S,1200,GA,1800,600
117070202,1000231,810,GA,1800,S,2220,420
117070202,1000231,810,S,2220,S,2400,180
117070202,80473,810,C,0,S,765,765
117070202,80473,810,S,765,C,1800,1035
117070202,80473,810,C,1800,C,2400,600
117070202,80534,810,WD,0,S,1800,1800
117070202,80534,810,S,1800,S,2400,600
117070202,1014130,810,GD,0,WD,1800,1800
117070202,1014130,810,WD,1800,WD,2400,600
117070202,80343,810,GK,0,S,1200,1200
117070202,80343,810,S,1200,GD,1800,600
117070202,80343,810,GD,1800,GD,2400,600
117070202,1022761,810,S,0,GA,2220,2220
117070202,1022761,810,GA,2220,GA,2400,180
117070202,1005495,810,S,0,GK,1200,1200
117070202,1005495,810,GK,1200,GK,2400,1200
117070202,80826,810,S,0,GS,1200,1200
117070202,80826,810,GS,1200,GS,2400,1200
117070202,80301,810,S,0,WA,1200,1200
117070202,80301,810,WA,1200,WA,2400,1200
117070202,1026857,810,S,0,C,765,765
117070202,1026857,810,C,765,S,1800,1035
117070202,1026857,810,S,1800,S,2400,600
