matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers
116950201,811,833,80299,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,0,1,0,0,0
116950201,811,833,80299,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,2,1,0,0,1,0,0,0
116950201,811,833,80299,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,1,0,0,0
116950201,811,833,80299,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,0
116950201,811,833,80343,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,15,0,2,0,5,0,0,1,1,1,0,1
116950201,811,833,80343,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,15,0,0,0,3,1,0,1,1,0,0,0
116950201,811,833,80343,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,15,0,0,0,4,0,0,1,1,0,0,1
116950201,811,833,80343,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
116950201,811,833,80475,1,0,0,0,0,0,3,0,0,0,0,7,6,0,0,1,7,6,1,5,1,0,15,1,0,0,0,0,5,2,1,0,0,0
116950201,811,833,80475,2,1,0,0,0,0,2,0,0,0,0,4,4,0,0,3,4,5,0,5,1,0,15,0,0,0,0,2,5,3,1,0,0,2
116950201,811,833,80475,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
