matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950201,811,833,3,2,1,1,2,50,67,33,4,4,9,60,82,19,68,23,54,66,6,60,34,13,13,7,8,1,33,5,4,38,15,60,24,7,50,0,81,15,2.0,88.0,88.0,68.18181818181817,46.51162790697674,21.67019027484143
116950201,833,811,8,1,1,1,0,47,54,32,1,1,7,48,65,10,70,26,37,52,12,40,28,7,5,8,8,9,8,6,3,38,6,40,35,3,50,0,33,16,1.0,86.0,86.0,46.51162790697674,68.18181818181817,-21.67019027484143
