matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers,reboundsPer60,centrePassToGoalPercPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,interceptPassThrownPer60,gainPer60,pointsPer60,goalMissesPer60,blockedPer60,deflectionWithGainPer60,goalAssistsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,gainToGoalPercPer60,interceptsPer60,plusMinus,plusMinusPer60
116950201,811,833,80299,0,0,0,0,1,2,0,3,1,1,2,0,0,3,0,1,0,0,0,0,1,2,50.75,0,0,0,3,2,0,1,4,0,0,0,0.0,0.0,3.5467980295566504,2.3645320197044337,1.1822660098522169,1.1822660098522169,3.5467980295566504,0.0,0.0,0.0,1.1822660098522169,0.0,0.0,2.3645320197044337,0.0,0.0,0.0,0.0,0.0,1.1822660098522169,0.0,0.0,0.0,1.1822660098522169,1.1822660098522169,0.0,3.5467980295566504,4.729064039408867,60.00000000000001,0.0,0.0,2.3645320197044337,0.0,2.3645320197044337,16.0,18.91625615763547
116950201,811,833,80343,1,0,0,1,0,0,0,10,1,1,1,0,0,4,0,3,0,0,0,0,1,1,48.1,0,2,0,12,1,0,3,4,2,0,2,2.494802494802495,0.0,14.96881496881497,1.2474012474012475,3.7422037422037424,1.2474012474012475,4.98960498960499,0.0,0.0,0.0,1.2474012474012475,0.0,0.0,0.0,2.494802494802495,0.0,0.0,0.0,0.0,0.0,1.2474012474012475,1.2474012474012475,0.0,1.2474012474012475,3.7422037422037424,0.0,12.474012474012476,4.98960498960499,60.00000000000001,0.0,2.494802494802495,1.2474012474012475,0.0,1.2474012474012475,14.0,17.463617463617464
116950201,811,833,80475,1,0,0,0,0,5,0,0,0,0,0,11,10,0,0,4,11,11,1,10,2,0,30.0,1,0,0,0,2,10,5,2,0,0,2,0.0,0.0,0.0,0.0,8.0,4.0,0.0,20.0,2.0,0.0,0.0,22.0,0.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,22.0,0.0,4.0,60.0,22.0,4.0,4.0,0.0,0.0,4.0,8.0
116950201,811,833,80574,1,0,0,0,0,28,0,1,0,0,0,21,30,0,0,3,16,0,0,0,0,0,60.0,0,2,2,3,2,0,3,4,0,0,3,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,28.0,2.0,30.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,60.0,21.0,3.0,2.0,0.0,0.0,20.0,20.0
116950201,811,833,80701,0,1,0,0,0,0,0,2,2,2,0,8,10,2,0,2,8,0,0,0,0,0,15.0,0,0,0,2,0,0,2,1,0,0,2,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,32.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,4.0,60.0,32.0,8.0,0.0,0.0,0.0,7.0,28.0
116950201,811,833,991901,0,0,0,0,0,2,0,10,0,0,0,9,18,3,0,2,8,0,0,0,1,1,54.25,0,0,0,10,4,0,2,4,0,0,1,0.0,0.0,11.059907834101384,0.0,2.2119815668202767,1.1059907834101383,3.317972350230415,0.0,0.0,0.0,0.0,8.847926267281107,0.0,2.2119815668202767,0.0,19.90783410138249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2119815668202767,0.0,11.059907834101384,4.423963133640553,60.00000000000001,9.953917050691246,1.1059907834101383,4.423963133640553,0.0,1.1059907834101383,17.0,18.801843317972352
116950201,811,833,993463,0,0,1,0,0,11,0,2,0,0,0,6,8,0,0,3,6,31,3,28,1,0,53.88333333333333,0,0,0,2,1,28,3,4,1,0,2,1.1135168574079801,0.0,2.2270337148159602,0.0,3.3405505722239406,1.1135168574079801,0.0,31.178472007423444,3.3405505722239406,1.1135168574079801,0.0,6.681101144447881,0.0,12.24868543148778,0.0,8.908134859263841,31.178472007423444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3405505722239406,34.519022579647384,2.2270337148159602,4.4540674296319205,59.99999999999999,6.681101144447881,2.2270337148159602,1.1135168574079801,0.0,0.0,14.0,15.589236003711722
116950201,811,833,998404,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.9,0,0,0,3,0,0,0,1,0,0,0,0.0,0.0,15.126050420168067,0.0,0.0,0.0,5.042016806722689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.126050420168067,5.042016806722689,60.0,0.0,0.0,0.0,0.0,5.042016806722689,6.0,30.252100840336134
116950201,811,833,1001357,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,1,4,0,1,6.116666666666666,0,0,0,0,0,4,1,1,1,0,1,9.809264305177113,0.0,0.0,0.0,9.809264305177113,0.0,9.809264305177113,39.23705722070845,9.809264305177113,0.0,0.0,0.0,0.0,0.0,0.0,9.809264305177113,39.23705722070845,0.0,9.809264305177113,0.0,0.0,0.0,0.0,0.0,9.809264305177113,49.04632152588556,0.0,9.809264305177113,60.0,0.0,9.809264305177113,0.0,0.0,9.809264305177113,6.0,58.855585831062676
116950201,811,833,1001711,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,3,5,19,1,18,1,0,30.0,0,0,1,1,0,18,3,2,0,0,1,0.0,0.0,2.0,0.0,6.0,2.0,0.0,36.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,2.0,4.0,60.0,10.0,2.0,0.0,0.0,0.0,16.0,32.0
