matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80050201,808,809,80034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050201,808,809,80061,0,2,0,0,0,5,11,0,1,2,0,2,0,0,0,3,0,5,0,0,16,1,0,0,2,60.0,2.0,0.0,0.0,1.0,0.0,1.0,16.0,2.0,0.0,2.0,0.0,11.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,-7.0,-7.0
80050201,808,809,80074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050201,808,809,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050201,808,809,80093,0,0,0,0,0,0,1,0,1,2,0,1,38,9,29,0,0,3,4,0,4,0,4,0,0,60.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,4.0,0.0,38.0,-7.0,-7.0
80050201,808,809,80094,0,1,0,0,0,0,2,0,0,6,0,3,0,0,0,0,0,4,0,1,6,3,0,0,1,30.266666666666666,11.894273127753305,1.9823788546255507,0.0,0.0,0.0,5.9471365638766525,11.894273127753305,1.9823788546255507,0.0,5.9471365638766525,0.0,3.9647577092511015,0.0,0.0,7.929515418502203,0.0,0.0,0.0,0.0,0.0,0.0,1.9823788546255507,0.0,0.0,0.0,-4.0,-7.929515418502203
80050201,808,809,80095,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,3,0,0,6,0,0,0,1,30.1,7.973421926910299,0.0,0.0,0.0,0.0,0.0,11.960132890365449,0.0,0.0,5.980066445182724,0.0,5.980066445182724,0.0,0.0,5.980066445182724,0.0,0.0,0.0,0.0,0.0,0.0,1.9933554817275747,0.0,0.0,0.0,-3.0,-5.980066445182724
80050201,808,809,80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050201,808,809,80098,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,1,0,4,0,0,11,1,1,0,0,60.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-7.0,-7.0
80050201,808,809,80099,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,1,0,5,0,0,15,3,0,0,1,60.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-7.0,-7.0
