matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
80050201,80093,Daneka,Wipiiti,D.Wipiiti,Wipiiti,808
80050201,80156,Donna,Wilkins,D.Wilkins,"Wilkins, D",808
80050201,80141,Adine,Wilson,A.Wilson,Wilson,808
80050201,80095,Wendy,Frew,W.Frew,"Frew, W",808
80050201,80061,Sheryl,Scanlan,S.Scanlan,Scanlan,808
80050201,80099,Katrina,Grant,K.Grant,"Grant, K",808
80050201,80098,Te Huinga Reo,Selby-Rickit,T.Selby-Rickit,"Selby-Rickit, T",808
80050201,80096,Erika,Burgess-Maifea,E.Burgess-Maifea,Burgess-Maifea,808
80050201,80034,Lauren,Burgess,L.Burgess,Burgess,808
80050201,80092,Julianna,Naoupu,J.Naoupu,"Naoupu, J",808
80050201,80074,Leah,Shoard,L.Shoard,Shoard,808
80050201,80094,Liana,Leota,L.Leota,"Leota, L",808
80050201,80111,Irene,van Dyk,I.van Dyk,"van Dyk, I",809
80050201,80100,Maria,Tutaia,M.Tutaia,"Tutaia, M",809
80050201,80029,Frances,Solia,F.Solia,Solia,809
80050201,80105,Laura,Langman,L.Langman,"Langman, L",809
80050201,80109,Joline,Henry,J.Henry,"Henry, J",809
80050201,80101,Casey,Kopua,C.Kopua,Kopua,809
80050201,80057,Leana,de Bruin,L.de Bruin,"de Bruin, L",809
80050201,80108,Jodi,Tod-Elliott,J.Tod-Elliott,"Tod-Elliot, J",809
80050201,80104,Halana,Leith,H.Leith,Leith,809
80050201,80102,Nicola,Pettit,N.Pettit,Pettit,809
80050201,80175,Elias,Shadrock,E.Shadrock,"Shadrock, E",809
80050201,80091,Jessica,Tuki,J.Tuki,"Tuki, J",809
