matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
98430103,812,80137,999128,80148,80143,80146,80530,80127,0,1962,0,23,0,26,1962,-3,-5.504587155963303,811
98430103,812,80137,999128,80148,80146,80569,80530,80127,1962,2494,23,27,26,40,532,-10,-67.66917293233082,811
98430103,812,80137,999128,1001846,80143,80146,80530,80127,2494,3221,27,36,40,50,727,-1,-4.951856946354883,811
98430103,812,80137,999128,1001846,80143,80146,80536,80127,3221,3382,36,38,50,52,161,0,0.0,811
98430103,812,80137,999128,1003754,80143,80146,80536,80127,3382,3548,38,41,52,53,166,2,43.373493975903614,811
98430103,812,80137,999128,1003754,80146,80143,80536,80127,3548,3626,41,41,53,55,78,-2,-92.3076923076923,811
98430103,811,80052,993463,80574,994224,991905,80076,80048,0,907,0,13,0,13,907,0,0.0,812
98430103,811,80113,993463,80574,994224,991905,80076,80048,907,1409,13,19,13,16,502,3,21.51394422310757,812
98430103,811,80113,80009,80574,994224,991905,80076,80048,1409,2716,19,43,16,31,1307,9,24.78959449120122,812
98430103,811,80113,80009,80574,80299,991905,80076,80048,2716,3221,43,50,31,36,505,2,14.257425742574258,812
98430103,811,80113,80009,80574,80299,991905,80577,80048,3221,3626,50,55,36,41,405,0,0.0,812
