matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98430103,811,812,4,8,0,0,2,45,49,4,17,488,64,12,30,64,9,55,34,4,12,8,0,4,7,0,407,53,11,76,11,49,0,19,75.45504688361831,72.36842105263158,56.16438356164384,16.204037490987737
98430103,812,811,5,8,0,0,2,46,43,1,13,470,49,6,25,49,8,41,25,4,9,5,0,5,1,0,406,48,13,73,2,51,0,25,72.4765581908439,56.16438356164384,72.36842105263158,-16.204037490987737
