matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
103931304,804,810,5.0,3.0,0.0,0.0,1.0,56.0,0.0,39.0,2.0,2.0,9.0,153.0,62.0,77.0,8.0,0.0,18.0,49.0,67.0,12.0,55.0,42.0,5.0,8.0,1.0,5.0,0.0,8.0,308.0,29.0,0.0,77.0,68.0,11.0,23.0,95.0,3.0,48.0,0.0,44.0,1.0,94.86823855755894,57.89473684210527,76.40449438202246,-18.509757539917196
103931304,810,804,3.0,0.0,0.0,1.0,3.0,60.0,0.0,43.0,2.0,2.0,16.0,183.0,70.0,97.0,8.0,0.0,15.0,65.0,73.0,5.0,68.0,50.0,8.0,10.0,5.0,2.0,0.0,40.0,396.5,9.0,0.0,97.0,52.0,7.0,18.0,89.0,6.0,52.0,0.0,43.0,2.0,88.87656033287101,76.40449438202246,57.89473684210527,18.509757539917196
