matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration,oppSquadId
119160202,1022761,7871,GS,0,GS,3600,3600,9197
119160202,80009,7871,GA,0,GA,3600,3600,9197
119160202,998407,7871,WA,0,S,1800,1800,9197
119160202,998407,7871,S,1800,S,3600,1800,9197
119160202,1029545,7871,C,0,S,1334,1334,9197
119160202,1029545,7871,S,1334,C,1800,466,9197
119160202,1029545,7871,C,1800,S,2328,528,9197
119160202,1029545,7871,S,2328,C,3313,985,9197
119160202,1029545,7871,C,3313,C,3600,287,9197
119160202,1026857,7871,WD,0,C,2328,2328,9197
119160202,1026857,7871,C,2328,S,3313,985,9197
119160202,1026857,7871,S,3313,S,3600,287,9197
119160202,80452,7871,GD,0,GD,3600,3600,9197
119160202,1029541,7871,GK,0,S,1800,1800,9197
119160202,1029541,7871,S,1800,S,3600,1800,9197
119160202,1000231,7871,S,0,WA,1800,1800,9197
119160202,1000231,7871,WA,1800,WA,3600,1800,9197
119160202,1005495,7871,S,0,S,3600,3600,9197
119160202,1029546,7871,S,0,S,3600,3600,9197
119160202,1029547,7871,S,0,C,1334,1334,9197
119160202,1029547,7871,C,1334,S,1800,466,9197
119160202,1029547,7871,S,1800,WD,2328,528,9197
119160202,1029547,7871,WD,2328,WD,3600,1272,9197
119160202,1029549,7871,S,0,GK,1800,1800,9197
119160202,1029549,7871,GK,1800,GK,3600,1800,9197
119160202,997815,9197,GS,0,GS,3600,3600,7871
119160202,1019165,9197,GA,0,S,1583,1583,7871
119160202,1019165,9197,S,1583,GA,2017,434,7871
119160202,1019165,9197,GA,2017,GA,3600,1583,7871
119160202,1022293,9197,WA,0,WA,3600,3600,7871
119160202,1029913,9197,C,0,WD,1800,1800,7871
119160202,1029913,9197,WD,1800,S,2182,382,7871
119160202,1029913,9197,S,2182,C,2291,109,7871
119160202,1029913,9197,C,2291,C,3600,1309,7871
119160202,1028098,9197,WD,0,C,1800,1800,7871
119160202,1028098,9197,C,1800,S,2291,491,7871
119160202,1028098,9197,S,2291,S,3600,1309,7871
119160202,1021095,9197,GD,0,GD,3600,3600,7871
119160202,1016036,9197,GK,0,S,1261,1261,7871
119160202,1016036,9197,S,1261,GK,2532,1271,7871
119160202,1016036,9197,GK,2532,GK,3600,1068,7871
119160202,1029504,9197,S,0,GK,1261,1261,7871
119160202,1029504,9197,GK,1261,S,2532,1271,7871
119160202,1029504,9197,S,2532,S,3600,1068,7871
119160202,1029914,9197,S,0,WD,2182,2182,7871
119160202,1029914,9197,WD,2182,WD,3600,1418,7871
119160202,1026834,9197,S,0,GA,1583,1583,7871
119160202,1026834,9197,GA,1583,S,2017,434,7871
119160202,1026834,9197,S,2017,S,3600,1583,7871
