matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers
80280802,806,80006,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
80280802,806,80006,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
80280802,806,80006,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,2,1,2,0,0
80280802,806,80006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80280802,806,80038,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
80280802,806,80038,2,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,2,0,0,5,0,1,0,0
80280802,806,80038,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0
80280802,806,80038,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,1,0,0,4,0,0,0,0
80280802,806,80069,1,0,0,0,0,0,0,5,0,1,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
80280802,806,80069,2,0,0,0,0,0,7,1,0,0,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
80280802,806,80069,3,0,0,0,0,0,8,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
80280802,806,80069,4,0,0,0,0,0,7,1,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
80280802,806,80072,1,0,0,0,0,0,0,0,0,0,2,0,1,11,2,9,0,0,0,1,0,0,0,1,0,1
80280802,806,80072,2,0,0,0,0,0,0,1,0,0,0,0,0,12,2,10,0,0,0,0,0,1,0,0,0,0
80280802,806,80072,3,0,0,0,0,0,0,0,0,0,2,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0
80280802,806,80072,4,0,0,0,0,0,0,0,0,1,3,0,2,9,2,7,0,0,0,0,0,0,0,0,0,0
80280802,806,80075,1,0,0,0,0,0,5,1,0,0,6,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
80280802,806,80075,2,0,0,0,0,0,0,2,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
80280802,806,80075,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
