matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
129490702,801,8117,65,0,65,0,2,2,0,2,0,56,77,32,2,2,16,18,61,73,10,90,13,61,0,57,65,4,61,0,61,46,9,6,9,7,Q4 14:59,2,50,440,6,1,38,3,61,15,2,51,49,29,2,0,0,86,4,2.0,78.0,78.0,78.2051282051282,73.11441765007696,5.0907105550512455
129490702,8117,801,62,4,62,4,0,1,2,0,1,57,77,34,1,1,4,5,58,73,11,82,15,54,3,49,66,9,54,3,57,46,9,2,7,9,Q4 14:40,2,56,403,11,4,45,10,60,17,6,53,51,32,4,0,2,50,7,5.040000000000001,77.96000000000001,77.96000000000001,73.11441765007696,78.2051282051282,-5.0907105550512455
