attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,squadId,oppSquadId,fantasyScore,matchId,playerId,netPoints
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,14.0,1.0,3.0,0.0,0.0,2.0,0.0,60.0,1.0,807.0,801.0,77.0,120450104.0,991905.0,15.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,30.0,2.0,807.0,8117.0,51.0,120450201.0,991905.0,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,60.0,3.0,807.0,806.0,69.0,120450301.0,991905.0,24.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,45.46666666666667,4.0,807.0,8119.0,91.12444444444445,120450402.0,991905.0,26.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,30.0,5.0,807.0,810.0,43.0,120450503.0,991905.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,36.7,6.0,807.0,8118.0,40.78666666666667,120450602.0,991905.0,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.766666666666666,7.0,807.0,804.0,46.36888888888889,120450701.0,991905.0,18.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,8.0,807.0,8119.0,76.0,120450801.0,991905.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.916666666666668,9.0,807.0,801.0,48.98888888888889,120450901.0,991905.0,22.5
0.0,0.0,0.0,0.0,0.0,0.006242790402583921,0.04979299233153859,0.022236025435991166,6.435647060508822,0.4370511439417256,0.3071808510638298,1.0161572076195458,0.08259525234390584,0.7687559264837126,0.0,0.6081246982550521,5.854503181997113,0.37578645497528473,0.8177187531575224,0.1978211382113821,0.0007038712921065862,0.07983576642335766,0.09691966343937299,40.399123138202484,10.0,807.0,810.0,59.03006805540745,,,
0.0,0.0,0.0,0.0,0.0,0.010260457410753826,0.0564210354892905,0.027127928215698174,6.186297393871753,0.7046225252650763,0.2960102713842068,1.3372109720507788,0.11572009385130658,0.922126900310082,0.0,0.6761011086083669,6.006069684316669,0.5114641452361103,0.8819260760958295,0.1571509069336476,0.0,0.1159112165055937,0.07409424730157865,40.89758605416798,11.0,807.0,8118.0,61.87365986801134,,,
0.0,0.0,0.0,0.0,0.0,0.00549086816147508,0.03699412337618588,0.016701037743922655,6.017966903073286,0.500001798248506,0.24908333156008428,1.3445922183421253,0.09295518232280865,0.9846845673881036,0.0,0.5432116109540164,6.705899637400467,0.4403334536473266,0.795587231369979,0.12906725457591442,0.0,0.061198633909882116,0.025971349067298772,41.60927884458511,12.0,807.0,804.0,59.866064726645874,,,
0.0,0.0,0.0,0.0,0.0,0.0025342641273275197,0.020433377852339358,0.0030718280417308974,5.550097112156971,0.5944632035516968,0.2507342795863444,1.5539284382025869,0.09759190994048153,1.1442690110941658,0.0,0.635676176325076,5.425809503577547,0.31910916016705715,0.7852887227981477,0.12016752132026702,0.0005915091934564475,0.07040657000265023,0.023682375108002036,42.0270297582111,13.0,807.0,806.0,61.957641608699014,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.022124686560911554,0.007036722240904255,5.632416191210148,0.678839521201055,0.3200832154226561,1.6090919690133616,0.10865091998689076,1.1277767920710249,0.0,0.5718936343291632,6.384684662427878,0.38079073357135235,0.7533382451869174,0.1047579111759072,0.0,0.050799044270365815,0.031200248772747692,42.97825926525645,14.0,807.0,8117.0,62.748580309505016,,,
