matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80180805,801,802,80001,0,2,0,0,0,24,4,0,1,29,0,13,0,0,0,0,0,3,0,0,7,2,0,0,2,60.0,29.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,13.0,0.0,4.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
80180805,801,802,80002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,801,802,80014,0,0,0,0,0,0,14,0,2,20,1,9,0,0,0,0,0,0,0,0,14,3,0,0,1,60.0,20.0,0.0,0.0,2.0,0.0,3.0,14.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
80180805,801,802,80048,0,0,0,0,1,8,20,2,3,0,4,0,0,0,0,2,0,7,0,0,27,0,2,0,3,60.0,0.0,0.0,1.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,7.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,3.0
80180805,801,802,80067,1,2,0,0,0,19,2,0,0,8,1,3,18,3,15,1,0,0,0,0,2,0,0,0,3,60.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,19.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,3.0,0.0,1.0,18.0,3.0,3.0
80180805,801,802,80130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,801,802,80173,0,1,0,0,2,3,15,0,3,0,2,0,0,0,0,1,0,4,0,0,19,2,0,0,1,60.0,0.0,0.0,2.0,3.0,0.0,2.0,19.0,1.0,0.0,0.0,0.0,15.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0
80180805,801,802,80294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,801,802,80295,1,0,0,0,0,0,3,0,2,1,0,0,48,4,44,0,0,0,4,0,3,2,4,0,4,60.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,4.0,4.0,0.0,48.0,3.0,3.0
80180805,801,802,80439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,801,802,80440,0,0,0,0,0,0,6,4,6,0,5,0,0,0,0,1,0,9,0,0,15,2,4,0,1,60.0,0.0,0.0,0.0,6.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,5.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0
80180805,801,802,80449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,802,801,80018,0,2,0,0,0,18,3,0,2,23,0,9,0,0,0,0,0,1,0,0,4,1,0,0,2,60.0,23.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,9.0,0.0,3.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,-3.0
80180805,802,801,80021,0,2,0,0,0,0,7,0,0,19,0,10,0,0,0,0,0,0,0,1,7,2,0,0,3,60.0,19.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,-3.0
80180805,802,801,80022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,802,801,80023,0,0,0,0,0,3,10,1,1,0,2,0,0,0,0,1,0,4,0,0,14,0,1,0,0,45.71666666666667,0.0,0.0,0.0,1.3124316441851986,0.0,0.0,18.37404301859278,0.0,0.0,0.0,0.0,13.124316441851986,0.0,3.937294932555596,5.249726576740795,0.0,2.6248632883703973,0.0,1.3124316441851986,1.3124316441851986,0.0,0.0,0.0,1.3124316441851986,0.0,3.0,3.937294932555596
80180805,802,801,80028,0,2,0,0,0,0,3,0,0,15,0,11,33,9,24,0,0,0,0,0,3,4,0,0,3,60.0,15.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,11.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,-3.0,-3.0
80180805,802,801,80156,1,1,0,0,0,22,1,0,3,4,2,1,35,3,32,1,0,0,3,0,1,0,3,0,3,60.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,22.0,0.0,0.0,2.0,32.0,3.0,0.0,0.0,3.0,3.0,1.0,35.0,-3.0,-3.0
80180805,802,801,80164,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,3,0,0,13,2,0,0,0,45.63333333333333,0.0,0.0,0.0,0.0,0.0,2.6296566837107376,17.092768444119795,0.0,0.0,0.0,0.0,13.148283418553689,0.0,1.3148283418553688,3.9444850255661064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80180805,802,801,80221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,802,801,80292,0,1,0,0,0,4,10,0,2,0,2,0,0,0,0,1,0,3,0,0,13,3,0,0,1,45.583333333333336,0.0,0.0,0.0,2.6325411334552102,0.0,3.9488117001828154,17.111517367458866,1.3162705667276051,0.0,0.0,0.0,13.16270566727605,0.0,5.2650822669104205,3.9488117001828154,0.0,2.6325411334552102,0.0,0.0,0.0,0.0,1.3162705667276051,0.0,1.3162705667276051,0.0,-3.0,-3.9488117001828154
80180805,802,801,80314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,22.783333333333335,0.0,0.0,0.0,0.0,0.0,0.0,10.534016093635698,0.0,0.0,0.0,0.0,2.6335040234089244,0.0,0.0,7.900512070226773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-7.900512070226773
80180805,802,801,80422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80180805,802,801,80446,0,0,0,0,0,0,7,0,1,0,2,0,0,0,0,2,0,1,0,0,8,0,0,0,0,22.783333333333335,0.0,0.0,0.0,2.6335040234089244,0.0,0.0,21.068032187271395,0.0,0.0,0.0,0.0,18.43452816386247,0.0,0.0,2.6335040234089244,0.0,5.267008046817849,0.0,0.0,0.0,0.0,0.0,0.0,5.267008046817849,0.0,-6.0,-15.801024140453546
