matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650802,801,49.0,3.0,49.0,3.0,3.0,2.0,1.0,2.0,2.0,40.0,62.0,72.0,0.0,0.0,7.0,7.0,46.0,76.0,23.0,48.0,29.0,45.0,3.0,42.0,52.0,4.0,45.0,3.0,48.0,28.0,11.0,9.0,10.0,9.0,1.0,25.0,241.5,17.0,4.0,89.0,5.0,51.0,30.0,15.0,33.0,43.0,0.0,3.0,64.0,19.0,1.0,83.0,83.0,57.831325301204814,40.4040404040404,17.427284897164412
116650802,8117,49.0,14.0,49.0,14.0,2.0,5.0,2.0,1.0,1.0,42.0,57.0,36.0,0.0,0.0,11.0,11.0,51.0,83.0,11.0,36.0,21.0,36.0,4.0,30.0,63.0,23.0,36.0,4.0,40.0,26.0,4.0,10.0,9.0,10.0,15.0,17.0,157.5,12.0,0.0,48.0,4.0,44.0,36.0,5.0,36.0,57.0,0.0,2.0,53.0,14.0,4.0,99.0,99.0,40.4040404040404,57.831325301204814,-17.427284897164412
