matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
80050402,80052,804,GS,0,GS,3633,3633
80050402,80050,804,GA,0,GA,3633,3633
80050402,80171,804,WA,0,WA,3633,3633
80050402,80043,804,C,0,C,3633,3633
80050402,80174,804,S,0,WD,2727,2727
80050402,80174,804,WD,2727,WD,3633,906
80050402,80049,804,GD,0,GD,3633,3633
80050402,80042,804,GK,0,GK,3633,3633
80050402,80127,804,S,0,S,3633,3633
80050402,80046,804,S,0,S,3633,3633
80050402,80169,804,S,0,S,3633,3633
80050402,80045,804,WD,0,S,2727,2727
80050402,80045,804,S,2727,S,3633,906
80050402,80178,804,S,0,S,3633,3633
80050402,80093,808,GS,0,GS,3633,3633
80050402,80156,808,GA,0,S,2392,2392
80050402,80156,808,S,2392,GA,2727,335
80050402,80156,808,GA,2727,GA,3633,906
80050402,80141,808,WA,0,WA,3633,3633
80050402,80094,808,C,0,C,3633,3633
80050402,80096,808,S,0,WD,1824,1824
80050402,80096,808,WD,1824,WD,3633,1809
80050402,80061,808,GD,0,GD,3633,3633
80050402,80099,808,GK,0,GK,3633,3633
80050402,80095,808,WD,0,S,1824,1824
80050402,80095,808,S,1824,S,3633,1809
80050402,80092,808,S,0,S,3633,3633
80050402,80074,808,S,0,GA,2392,2392
80050402,80074,808,GA,2392,S,2727,335
80050402,80074,808,S,2727,S,3633,906
80050402,80098,808,S,0,S,3633,3633
80050402,80034,808,S,0,S,3633,3633
