matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,centrePassToGoalPercPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,interceptPassThrownPer60,gainPer60,possessionsPer60,goalMissesPer60,blockedPer60,passesPer60,deflectionWithGainPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,gainToGoalPercPer60,plusMinus,plusMinusPer60
103931101,8117,8119,80010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,8.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,65.0,4.0,0.0,0.0,18.0,0.0,0.0,7.0,4.0,3.0,0.0,3.0,65.0,18.0,0.0,0.0,8.0,0.0,6.0,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,4.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0
103931101,8117,8119,80113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,4.0,0.0,43.0,0.0,43.0,0.0,0.0,60.0,0.0,57.0,0.0,0.0,0.0,3.0,0.0,4.0,44.0,4.0,1.0,0.0,1.0,57.0,3.0,0.0,4.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,43.0,3.0,4.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0
103931101,8117,8119,80296,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,19.0,15.0,19.0,3.0,0.0,6.0,15.0,0.0,0.0,0.0,4.0,1.0,60.0,0.0,38.5,1.0,2.0,19.0,8.0,2.0,6.0,4.0,4.0,0.0,0.0,0.0,38.5,8.0,0.0,6.0,0.0,4.0,3.0,4.0,0.0,0.0,19.0,2.0,15.0,19.0,0.0,0.0,1.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7.0,4.0,60.0,15.0,2.0,1.0,0.0,2.0,2.0
103931101,8117,8119,80297,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.066666666666666,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,15.929203539823009,0.0,0.0,0.0,0.0,0.0,7.964601769911504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964601769911504,3.982300884955752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.946902654867257,3.982300884955752,60.0,0.0,0.0,0.0,0.0,-2.0,-7.964601769911504
103931101,8117,8119,80393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103931101,8117,8119,80475,0.0,3.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,35.0,16.0,16.0,1.0,0.0,4.0,16.0,18.0,3.0,15.0,0.0,0.0,60.0,0.0,72.0,0.0,0.0,16.0,0.0,2.0,4.0,43.0,4.0,1.0,0.0,1.0,72.0,0.0,0.0,4.0,0.0,0.0,1.0,43.0,3.0,0.0,16.0,1.0,16.0,35.0,0.0,20.0,0.0,16.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,18.0,0.0,4.0,60.0,16.0,2.0,0.0,0.0,2.0,2.0
103931101,8117,8119,80559,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,41.0,3.0,0.0,0.0,12.0,2.0,1.0,13.0,4.0,1.0,0.0,1.0,41.0,12.0,0.0,1.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,4.0,60.0,0.0,2.0,1.0,0.0,2.0,2.0
103931101,8117,8119,80575,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,29.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,2.0,0.0,60.0,0.0,42.0,0.0,1.0,29.0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,3.0,0.0,2.0,0.0,20.0,0.0,0.0,29.0,0.0,19.0,30.0,0.0,17.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,60.0,21.0,1.0,0.0,0.0,2.0,2.0
103931101,8117,8119,998401,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,45.38333333333333,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,4.0,9.0,3.0,0.0,0.0,0.0,-1.3220712449504224,2.6441424899008448,0.0,5.2882849798016895,2.6441424899008448,1.3220712449504224,1.3220712449504224,11.898641204553801,0.0,0.0,1.3220712449504224,0.0,1.3220712449504224,1.3220712449504224,0.0,7.932427469702534,1.3220712449504224,1.3220712449504224,0.0,1.3220712449504224,1.3220712449504224,1.3220712449504224,0.0,0.0,0.0,0.0,5.2882849798016895,0.0,1.3220712449504224,3.966213734851267,60.0,1.3220712449504224,1.3220712449504224,1.3220712449504224,0.0,4.0,5.2882849798016895
103931101,8117,8119,1001357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
