matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650102,806,48.0,13.0,48.0,13.0,2.0,5.0,0.0,0.0,1.0,47.0,62.0,57.0,2.0,2.0,11.0,13.0,56.0,76.0,13.0,62.0,22.0,43.0,6.0,44.0,61.0,12.0,43.0,6.0,49.0,33.0,8.0,8.0,4.0,4.0,4.0,50.0,246.5,20.0,3.0,77.0,5.0,55.0,26.0,13.0,41.0,42.0,0.0,80.0,15.0,6.0,83.0,83.0,59.036144578313255,60.0,-0.9638554216867448
116650102,8118,56.0,11.0,56.0,11.0,1.0,4.0,0.0,0.0,2.0,51.0,66.0,38.0,4.0,4.0,10.0,14.0,63.0,84.0,11.0,55.0,14.0,51.0,3.0,51.0,67.0,13.0,51.0,3.0,54.0,35.0,6.0,13.0,4.0,4.0,9.0,15.0,336.0,9.0,1.0,47.0,8.0,57.0,23.0,6.0,49.0,58.0,0.0,87.0,10.0,2.0,90.0,90.0,60.0,59.036144578313255,0.9638554216867448
