matchId,squadId,oppSquadId,playerId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,secondPhaseReceive,tossUpWin,unforcedTurnovers,reboundsPer60,netPointsPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,goalMissesPer60,goalAssistsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,secondPhaseReceivePer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60
116650102,806,8118,80439,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,2.0,2.0,21.0,28.0,1.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,60.0,0.0,44.5,2.0,1.0,14.0,1.0,0.0,5.0,4.0,0.0,12.0,0.0,3.0,0.0,44.5,14.0,2.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,60.0,21.0,3.0,1.0,1.0,-2.0,-2.0
116650102,806,8118,80574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,27.0,1.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,27.5,3.0,0.0,7.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,3.0,0.0,27.5,7.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,60.0,20.0,3.0,0.0,1.0,-2.0,-2.0
116650102,806,8118,998404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,5.0,7.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,49.5,4.0,0.0,16.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,49.5,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,60.0,0.0,1.0,0.0,1.0,-2.0,-2.0
116650102,806,8118,999128,14.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,2.0,12.0,3.0,7.0,20.0,5.0,12.0,3.0,15.0,1.0,0.0,60.0,2.0,51.5,0.0,0.0,3.0,0.0,18.0,4.0,4.0,4.0,5.0,0.0,2.0,4.0,51.5,3.0,0.0,2.0,3.0,12.0,18.0,5.0,7.0,6.0,20.0,0.0,14.0,15.0,0.0,3.0,12.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,6.0,14.0,5.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,4.0,60.0,11.0,2.0,0.0,0.0,-2.0,-2.0
116650102,806,8118,1001944,31.0,6.0,31.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,30.0,3.0,1.0,37.0,4.0,30.0,3.0,33.0,0.0,0.0,47.7,1.0,43.0,0.0,0.0,0.0,2.0,36.0,5.0,4.0,2.0,8.0,0.0,3.0,2.5157232704402515,54.088050314465406,0.0,0.0,5.031446540880503,3.7735849056603774,37.73584905660377,45.283018867924525,5.031446540880503,1.2578616352201257,7.547169811320755,0.0,0.0,38.9937106918239,41.50943396226415,0.0,3.7735849056603774,37.73584905660377,1.2578616352201257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578616352201257,7.547169811320755,38.9937106918239,10.062893081761006,1.2578616352201257,0.0,0.0,1.2578616352201257,6.289308176100628,46.54088050314465,0.0,5.031446540880503,60.0,1.2578616352201257,3.7735849056603774,2.5157232704402515,0.0,-3.0,-3.7735849056603774
116650102,806,8118,1003784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,-2.0,3.0,0.0,17.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,1.3043478260869565,-2.608695652173913,22.17391304347826,1.3043478260869565,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,2.608695652173913,3.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26086956521739,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,2.608695652173913,0.0,1.3043478260869565,0.0,0.0,1.3043478260869565,0.0,1.3043478260869565,5.217391304347826,60.0,0.0,0.0,0.0,0.0,1.0,1.3043478260869565
116650102,806,8118,1009742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.7,0.0,9.5,2.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,21.348314606741575,11.235955056179776,2.247191011235955,2.247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,2.247191011235955,4.49438202247191,0.0,0.0,2.247191011235955,0.0,0.0,0.0,0.0,6.741573033707866,0.0,0.0,0.0,2.247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247191011235955,0.0,2.247191011235955,4.49438202247191,60.0,0.0,2.247191011235955,2.247191011235955,2.247191011235955,2.0,4.49438202247191
116650102,806,8118,1013431,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,12.3,1.0,-10.0,1.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,-48.78048780487805,19.51219512195122,0.0,4.878048780487805,0.0,4.878048780487805,4.878048780487805,14.634146341463413,9.75609756097561,4.878048780487805,14.634146341463413,4.878048780487805,14.634146341463413,4.878048780487805,4.878048780487805,0.0,4.878048780487805,4.878048780487805,0.0,14.634146341463413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75609756097561,4.878048780487805,14.634146341463413,4.878048780487805,0.0,0.0,0.0,0.0,9.75609756097561,19.51219512195122,0.0,4.878048780487805,60.0,9.75609756097561,4.878048780487805,0.0,0.0,1.0,4.878048780487805
116650102,806,8118,1014127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,0.0,33.0,5.0,0.0,11.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,1.0,3.805496828752643,41.86046511627907,13.953488372093025,2.5369978858350954,1.2684989429175477,0.0,0.0,0.0,0.0,1.2684989429175477,0.0,5.073995771670191,6.342494714587739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.610993657505286,0.0,0.0,0.0,3.805496828752643,0.0,0.0,0.0,1.2684989429175477,0.0,0.0,5.073995771670191,1.2684989429175477,0.0,0.0,0.0,1.2684989429175477,0.0,2.5369978858350954,5.073995771670191,60.00000000000001,1.2684989429175477,1.2684989429175477,1.2684989429175477,0.0,-7.0,-8.879492600422834
116650102,806,8118,1025018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
