price,surname,firstName,team,position,playerId
100000,CARDWELL,Eleanor,Thunderbirds,GA/GS ,1006558
90000,KOENEN,Cara,Lightning,GA/GS,1001357
140000,STERLING,Shamera,Thunderbirds,GK,80830
85000,WARD,Jodi-Ann,Magpies,GD/WD,1011747
130000,WATSON,Liz,Vixens,C/WA,994224
100000,WESTON,Jo,Vixens,GD/WD,80577
60000,ANSTISS,Jess,Fever,WD/C,998408
30000,MILLER,Annie,Lightning,C/WA,1022293
25000,BELL,Charlie,Lightning,GS ,1025019
25000,KAMO,Remi,Firebirds,GK/GD ,1029513
