matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95631303,802,807,6,6,0,1,1,55,55,3,19,51,4,23,51,8,43,0,0,0,1,0,11,0,4,66,13,3,0,0,30,81,75.72059205401195,53.086419753086425,66.66666666666666,-13.580246913580233
95631303,807,802,3,7,1,0,2,51,34,5,11,82,11,38,93,25,68,0,0,0,6,0,17,15,5,52,20,20,0,0,24,102,95.35185666060762,66.66666666666666,53.086419753086425,13.580246913580233
