matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102000102,811,833,5,1,0,0,7,53,57,7,13,210,79,13,38,69,7,62,43,7,10,6,0,16,1,4,129,73,8,87,8,45,0,19,85.59715769335884,71.26436781609196,54.761904761904766,16.502463054187196
102000102,833,811,5,4,0,0,0,45,62,1,16,194,80,7,34,57,11,46,35,5,6,6,0,9,0,0,124,71,11,84,1,55,0,27,82.64553156600164,54.761904761904766,71.26436781609196,-16.502463054187196
