matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential
103940101,810,80826,1,15,3,3,goal,1,15,0,1,-1
103940101,8118,80150,1,34,0,1,goal,1,34,1,1,0
103940101,810,80826,1,55,0,2,goal,1,55,1,2,-1
103940101,8118,80150,1,88,3,1,goal,1,88,2,2,0
103940101,810,80826,1,165,0,1,goal,1,165,2,3,-1
103940101,8118,80150,1,212,1,1,goal,1,212,3,3,0
103940101,810,80826,1,241,0,1,goal,1,241,3,4,-1
103940101,810,80826,1,277,0,1,goal,1,277,3,5,-2
103940101,810,80009,1,314,0,1,goal,1,314,3,6,-3
103940101,8118,80150,1,357,0,2,miss,0,357,3,6,-3
103940101,8118,80072,1,361,0,0,goal,1,361,4,6,-2
103940101,810,80826,1,387,3,3,goal,1,387,4,7,-3
103940101,810,80826,1,438,0,1,goal,1,438,4,8,-4
103940101,810,80826,1,455,3,1,goal,1,455,4,9,-5
103940101,810,80826,1,480,3,1,goal,1,480,4,10,-6
103940101,810,80826,1,508,0,1,goal,1,508,4,11,-7
103940101,8118,80072,1,533,3,1,goal,1,533,5,11,-6
103940101,810,80826,1,546,0,1,goal,1,546,5,12,-7
103940101,8118,80150,1,563,1,0,miss,0,563,5,12,-7
103940101,810,80826,1,581,3,1,goal,1,581,5,13,-8
103940101,810,80826,1,604,0,1,goal,1,604,5,14,-9
103940101,8118,80150,1,627,0,1,goal,1,627,6,14,-8
103940101,810,80826,1,638,0,1,goal,1,638,6,15,-9
103940101,8118,80072,1,673,0,1,goal,1,673,7,15,-8
103940101,8118,80150,1,707,0,1,goal,1,707,8,15,-7
103940101,8118,80072,1,729,0,1,goal,1,729,9,15,-6
103940101,810,80009,1,748,0,0,goal,1,748,9,16,-7
103940101,810,995218,1,779,3,3,goal,1,779,9,17,-8
103940101,8118,80072,1,833,0,1,goal,1,833,10,17,-7
103940101,810,995218,1,874,1,1,goal,1,874,10,18,-8
103940101,8118,80072,2,13,3,1,miss,0,917,10,18,-8
103940101,8118,80150,2,55,0,1,goal,1,959,11,18,-7
103940101,810,995218,2,84,3,3,goal,1,988,11,19,-8
103940101,8118,80150,2,107,1,0,goal,1,1011,12,19,-7
