matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential,oppSquadId
124390102,8117,80475,1,46,3,3,goal,1,46,0,1,-1,810
124390102,810,80826,1,67,3,3,goal,1,67,1,1,0,8117
124390102,8117,80475,1,96,3,3,goal,1,96,1,2,-1,810
124390102,810,80826,1,106,0,2,goal,1,106,2,2,0,8117
124390102,8117,80475,1,135,0,1,goal,1,135,2,3,-1,810
124390102,810,995108,1,150,0,2,miss,0,150,2,3,-1,8117
124390102,810,80826,1,160,0,1,goal,1,160,3,3,0,8117
124390102,810,80826,1,189,0,0,goal,1,189,4,3,1,8117
124390102,810,80826,1,206,3,1,goal,1,206,5,3,2,8117
124390102,8117,80475,1,232,3,1,goal,1,232,5,4,1,810
124390102,810,80826,1,253,0,1,goal,1,253,6,4,2,8117
124390102,8117,1001357,1,273,3,1,goal,1,273,6,5,1,810
124390102,810,80826,1,295,0,1,goal,1,295,7,5,2,8117
124390102,8117,1001357,1,316,3,1,goal,1,316,7,6,1,810
124390102,810,80826,1,349,0,1,goal,1,349,8,6,2,8117
124390102,8117,80475,1,370,0,2,miss,0,370,8,6,2,810
124390102,810,80826,1,390,0,1,goal,1,390,9,6,3,8117
124390102,810,80826,1,411,0,1,goal,1,411,10,6,4,8117
124390102,8117,1001357,1,436,3,3,goal,1,436,10,7,3,810
124390102,810,80826,1,458,3,1,goal,1,458,11,7,4,8117
124390102,8117,1001357,1,483,3,1,goal,1,483,11,8,3,810
124390102,8117,1001357,1,541,3,1,goal,1,541,11,9,2,810
124390102,8117,1001357,1,560,0,0,goal,1,560,11,10,1,810
124390102,810,80826,1,579,0,1,goal,1,579,12,10,2,8117
124390102,8117,80475,1,601,0,0,goal,1,601,12,11,1,810
124390102,810,80826,1,616,0,1,goal,1,616,13,11,2,8117
124390102,8117,1001357,1,642,3,1,goal,1,642,13,12,1,810
124390102,810,80826,1,690,0,1,goal,1,690,14,12,2,8117
124390102,8117,80475,1,706,1,1,2pt Miss,0,706,14,12,2,810
