matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127150203,801,8117,62,8,62,8,2,3,1,3,1,37,82,37,6,6,17,23,62,95,20,50,18,56,2,50,70,12,56,2,58,40,10,8,7,8,Q4 14:02,2,42,513.5,14,3,53,14,60,20,11,32,53,32,1,0,1,73,10,5.04,84.96,84.96,68.26741996233523,45.21656354117087,23.050856421164355
127150203,8117,801,36,18,36,18,0,1,3,1,3,47,56,47,2,2,13,15,50,82,10,60,21,31,7,34,54,16,31,7,38,28,6,4,8,7,Q4 14:20,10,6,241,16,1,63,9,45,31,3,40,47,46,2,0,1,40,11,0.96,84.03999999999999,84.03999999999999,45.21656354117087,68.26741996233523,-23.050856421164355
