matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers,reboundsPer60,penaltiesPer60,gainPer60,possessionsPer60,offensiveReboundsPer60,goalMissesPer60,blockedPer60,passesPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,defensiveReboundsPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,goalAttemptsPer60,deflectionsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,turnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60
98180903,805,80054,1,0,0,0,0,0,0,0,1,50,1,0,0,49,2,47,0,60.0,0,0,5,0,1,0,1,54,4,5,0,2,5.0,0.0,0.0,54.0,5.0,2.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,4.0,60.0,2.0,1.0,0.0,-6.0,-6.0
98180903,805,80100,0,0,0,0,0,24,1,0,0,50,26,0,20,21,8,13,0,60.0,0,0,0,0,26,1,4,53,4,0,0,2,0.0,1.0,0.0,53.0,0.0,8.0,0.0,26.0,20.0,50.0,0.0,24.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,4.0,60.0,2.0,4.0,0.0,-6.0,-6.0
98180903,805,80192,0,2,0,0,1,4,6,0,3,2,1,1,0,0,0,0,1,61.25,0,8,0,0,1,14,2,8,4,0,0,2,0.0,13.714285714285714,0.9795918367346939,7.836734693877551,0.0,0.0,0.0,0.9795918367346939,0.0,1.9591836734693877,0.0,3.9183673469387754,7.836734693877551,0.9795918367346939,0.0,0.0,1.9591836734693877,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,2.9387755102040813,5.877551020408163,3.9183673469387754,60.0,1.9591836734693877,1.9591836734693877,0.9795918367346939,-6.0,-5.877551020408163
98180903,805,80305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.883333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.716707021791766,59.99999999999999,0.0,0.0,0.0,1.0,8.716707021791766
98180903,805,80535,0,1,0,0,0,14,12,0,2,1,0,1,0,0,0,0,1,60.0,0,3,0,0,0,15,1,17,4,0,0,1,0.0,15.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,4.0,60.0,1.0,1.0,1.0,-6.0,-6.0
98180903,805,80581,0,0,0,0,0,2,0,0,0,10,9,0,3,0,0,0,0,12.25,0,0,0,0,9,0,2,6,2,0,0,0,0.0,0.0,0.0,29.387755102040817,0.0,0.0,0.0,44.08163265306123,14.693877551020408,48.9795918367347,0.0,9.795918367346939,0.0,44.08163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.795918367346939,60.0,0.0,9.795918367346939,0.0,-1.0,-4.8979591836734695
98180903,805,80604,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,18.733333333333334,0,0,0,0,0,9,2,2,2,0,0,0,0.0,28.82562277580071,0.0,6.405693950177936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202846975088968,28.82562277580071,6.405693950177936,60.0,0.0,6.405693950177936,0.0,-8.0,-25.622775800711743
98180903,805,80700,0,0,0,0,0,15,5,0,1,47,35,1,19,0,0,0,1,61.25,0,2,0,0,45,7,2,30,4,0,0,1,0.0,6.857142857142857,0.9795918367346939,29.387755102040817,0.0,0.0,0.0,44.08163265306122,18.612244897959183,46.04081632653061,0.0,14.693877551020408,1.9591836734693877,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,4.8979591836734695,3.9183673469387754,60.0,0.9795918367346939,1.9591836734693877,0.9795918367346939,-6.0,-5.877551020408163
98180903,805,80808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98180903,805,998998,0,0,0,0,0,0,5,0,0,67,16,0,7,0,0,0,0,49.0,0,2,0,0,67,7,1,53,4,0,0,1,0.0,8.571428571428571,0.0,64.89795918367346,0.0,0.0,0.0,82.04081632653062,8.571428571428571,82.04081632653062,0.0,0.0,2.4489795918367347,19.591836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.122448979591837,4.8979591836734695,60.0,1.2244897959183674,1.2244897959183674,0.0,-5.0,-6.122448979591837
