matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127150302,801,806,58,8,58,8,4,3,0,0,0,49,71,31,2,2,11,13,58,77,8,50,20,51,3,46,66,12,51,3,54,42,4,8,8,6,Q4 13:55,2,58,318.5,12,1,44,3,57,22,10,38,52,35,2,0,0,73,12,6.959999999999999,81.03999999999999,81.03999999999999,66.63376110562686,75.31794048647981,-8.684179380852953
127150302,806,801,59,5,59,5,2,3,0,0,0,55,76,46,1,1,9,10,62,83,10,90,19,57,4,59,64,3,57,4,61,45,9,7,6,8,Q4 13:34,0,67,405.5,13,2,60,9,65,19,3,42,48,29,2,0,1,58,11,2.0100000000000002,80.99000000000001,80.99000000000001,75.31794048647981,66.63376110562686,8.684179380852953
