matchId,playerId,squadId,minutesPlayed
80280302,80295,801,60.0
80280302,80001,801,60.68333333333333
80280302,80045,801,60.68333333333333
80280302,80014,801,60.0
80280302,80163,801,9.833333333333334
80280302,80068,801,60.68333333333333
80280302,80048,801,60.68333333333333
80280302,80449,801,0.0
80280302,80439,801,0.0
80280302,80013,801,0.0
80280302,80573,801,0.0
80280302,80067,801,50.85
80280302,80003,804,60.0
80280302,80570,804,15.05
80280302,80041,804,60.0
80280302,80171,804,60.0
80280302,80049,804,60.0
80280302,80042,804,60.0
80280302,80010,804,60.0
80280302,80046,804,0.0
80280302,80293,804,45.63333333333333
80280302,80294,804,0.0
80280302,80178,804,0.0
80280302,80474,804,0.0
