matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
100830301,80078,807,GS,0,GS,3688,3688
100830301,993463,807,GA,0,GA,3688,3688
100830301,992954,807,WA,0,WA,3688,3688
100830301,80552,807,C,0,C,3688,3688
100830301,991905,807,WD,0,WD,3688,3688
100830301,80440,807,GD,0,GD,3688,3688
100830301,991903,807,GK,0,GK,3688,3688
100830301,1007219,807,S,0,S,3688,3688
100830301,1004465,807,S,0,S,3688,3688
100830301,1004463,807,S,0,S,3688,3688
100830301,80003,810,GS,0,S,907,907
100830301,80003,810,S,907,S,3688,2781
100830301,80009,810,GA,0,GA,3688,3688
100830301,993360,810,WA,0,S,1828,1828
100830301,993360,810,S,1828,S,3688,1860
100830301,80473,810,C,0,C,3688,3688
100830301,80452,810,WD,0,WD,3688,3688
100830301,80534,810,GD,0,GD,3688,3688
100830301,80343,810,GK,0,GK,3688,3688
100830301,998408,810,S,0,WA,1828,1828
100830301,998408,810,WA,1828,WA,3688,1860
100830301,997815,810,S,0,S,3688,3688
100830301,995218,810,S,0,GS,907,907
100830301,995218,810,GS,907,GS,3688,2781
