matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107340101,811,833,4,3,0,0,0,51,70,38,2,2,4,151,59,72,16,75,21,53,68,6,62,38,12,12,3,10,0,33,10,0,72,48,5,23,89.0,6,54,0,39,2.0,86.8528056383844,69.66292134831461,54.87804878048781,14.784872567826802
107340101,833,811,2,3,0,0,2,51,58,41,2,2,9,126,49,66,7,71,26,41,53,8,45,32,5,8,10,3,0,25,14,2,66,55,4,31,82.0,4,46,0,35,2.0,80.02168609379235,54.87804878048781,69.66292134831461,-14.784872567826802
