matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
107340101,811,833,80052,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,5,0,5,1,0,15,0,0,0,0,0,0,3,7,1,0,0
107340101,811,833,80052,2,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,13,1,12,0,0,15,0,0,0,0,2,0,0,13,1,0,0
107340101,811,833,80052,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80052,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80343,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,4,0,0,1,1,0,0
107340101,811,833,80343,2,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,15,0,2,0,0,4,0,0,2,1,1,0
107340101,811,833,80343,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,2,1,2,0
107340101,811,833,80343,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,1,1,0
107340101,811,833,80470,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,2,0,0,4,0,0,2,1,0,0
107340101,811,833,80470,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80470,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80470,4,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,1,0,0
107340101,811,833,80475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107340101,811,833,80475,3,0,0,0,0,0,0,0,0,0,0,15,7,8,0,0,0,7,7,1,6,0,0,15,1,0,0,8,0,1,1,8,1,0,0
107340101,811,833,80475,4,0,0,0,0,0,0,0,0,0,0,17,5,5,0,0,0,5,11,2,9,0,0,15,0,0,0,5,0,0,0,12,1,0,0
107340101,811,833,80575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
