matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95640102,808,4,6,0,0,3,66,53,1,16,96,4,50,83,14,69,0,0,0,3,0,19,4,1,73,7,5,0,0,21,100,79.05138339920948,69.0,75.53191489361703,-6.531914893617028
95640102,809,4,4,0,0,2,61,57,0,22,94,3,45,80,9,71,0,0,0,3,0,21,6,1,79,15,6,100,0,20,94,74.30830039525692,75.53191489361703,69.0,6.531914893617028
