matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100831301,807,8118,4,0,0,0,1,47,47,5,13,167,90,15,41,71,15,56,39,10,7,7,0,27,8,3,90,74,13,84,13,52,0,21,83.6051976776334,66.66666666666666,63.85542168674698,2.811244979919678
100831301,8118,807,2,1,0,0,1,45,48,5,18,154,82,11,38,63,10,53,39,5,9,5,0,17,3,1,82,66,7,83,8,48,0,23,82.60989770528062,63.85542168674698,66.66666666666666,-2.811244979919678
