matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential,oppSquadId
109850103,813,80444,1,49,1,1,goal,1,49,0,1,-1,811
109850103,811,993463,1,74,0,0,goal,1,74,1,1,0,813
109850103,811,993463,1,101,0,1,goal,1,101,2,1,1,813
109850103,811,80113,1,137,0,1,goal,1,137,3,1,2,813
109850103,813,80100,1,161,3,1,goal,1,161,3,2,1,811
109850103,811,80113,1,181,3,1,goal,1,181,4,2,2,813
109850103,811,80113,1,222,0,1,goal,1,222,5,2,3,813
109850103,811,993463,1,240,3,3,goal,1,240,6,2,4,813
109850103,811,993463,1,275,0,1,goal,1,275,7,2,5,813
109850103,811,80113,1,297,3,1,miss,0,297,7,2,5,813
109850103,811,80113,1,301,3,1,goal,1,301,8,2,6,813
109850103,813,80444,1,326,0,1,goal,1,326,8,3,5,811
109850103,811,993463,1,347,0,1,goal,1,347,9,3,6,813
109850103,813,80100,1,382,0,1,goal,1,382,9,4,5,811
109850103,811,993463,1,400,3,3,goal,1,400,10,4,6,813
109850103,813,80444,1,433,0,1,goal,1,433,10,5,5,811
109850103,811,993463,1,446,3,3,goal,1,446,11,5,6,813
109850103,813,80100,1,477,3,3,goal,1,477,11,6,5,811
109850103,813,80444,1,518,3,1,goal,1,518,11,7,4,811
109850103,813,80444,1,552,0,2,miss,0,552,11,7,4,811
109850103,811,80113,1,568,0,1,goal,1,568,12,7,5,813
109850103,811,993463,1,604,3,3,goal,1,604,13,7,6,813
109850103,813,80444,1,636,0,2,goal,1,636,13,8,5,811
109850103,811,80113,1,656,3,1,goal,1,656,14,8,6,813
109850103,813,80444,1,678,3,3,goal,1,678,14,9,5,811
109850103,813,80100,1,721,1,1,goal,1,721,14,10,4,811
109850103,813,80100,1,743,3,2,miss,0,743,14,10,4,811
109850103,813,80444,1,776,3,1,goal,1,776,14,11,3,811
109850103,811,993463,1,791,3,1,goal,1,791,15,11,4,813
109850103,813,80100,1,808,1,1,goal,1,808,15,12,3,811
109850103,811,80113,1,861,3,3,goal,1,861,16,12,4,813
109850103,813,80100,1,897,1,1,goal,1,897,16,13,3,811
109850103,811,993463,2,24,3,1,goal,1,924,17,13,4,813
109850103,813,80444,2,61,1,2,goal,1,961,17,14,3,811
109850103,811,80113,2,89,3,3,miss,0,989,17,14,3,813
109850103,811,80113,2,94,3,3,goal,1,994,18,14,4,813
109850103,811,80113,2,139,3,1,goal,1,1039,19,14,5,813
109850103,811,993463,2,155,3,3,goal,1,1055,20,14,6,813
109850103,813,80100,2,182,3,3,goal,1,1082,20,15,5,811
109850103,811,80113,2,194,0,0,goal,1,1094,21,15,6,813
109850103,813,80100,2,209,1,1,goal,1,1109,21,16,5,811
109850103,811,80113,2,250,3,3,goal,1,1150,22,16,6,813
109850103,813,80444,2,289,3,3,goal,1,1189,22,17,5,811
109850103,811,993463,2,315,3,1,goal,1,1215,23,17,6,813
109850103,813,80100,2,348,1,1,goal,1,1248,23,18,5,811
109850103,813,80444,2,398,3,1,goal,1,1298,23,19,4,811
109850103,813,80100,2,428,1,2,goal,1,1328,23,20,3,811
109850103,813,80100,2,477,3,3,goal,1,1377,23,21,2,811
109850103,813,80444,2,505,0,0,goal,1,1405,23,22,1,811
109850103,811,80113,2,521,0,1,goal,1,1421,24,22,2,813
109850103,811,80113,2,558,0,0,goal,1,1458,25,22,3,813
109850103,811,80113,2,576,3,3,goal,1,1476,26,22,4,813
109850103,813,80444,2,596,0,0,goal,1,1496,26,23,3,811
109850103,811,80113,2,625,0,1,goal,1,1525,27,23,4,813
109850103,811,80293,2,660,3,3,miss,0,1560,27,23,4,813
109850103,811,80293,2,682,3,1,miss,0,1582,27,23,4,813
109850103,811,80113,2,693,0,1,goal,1,1593,28,23,5,813
109850103,811,80113,2,713,0,1,goal,1,1613,29,23,6,813
109850103,813,80100,2,737,1,2,goal,1,1637,29,24,5,811
109850103,813,80444,2,853,0,1,goal,1,1753,29,25,4,811
109850103,813,80100,2,871,3,0,goal,1,1771,29,26,3,811
109850103,811,80113,2,895,0,1,goal,1,1795,30,26,4,813
109850103,813,80444,3,30,0,1,goal,1,1830,30,27,3,811
109850103,813,80100,3,78,3,1,goal,1,1878,30,28,2,811
109850103,813,80100,3,105,3,1,goal,1,1905,30,29,1,811
109850103,811,80113,3,132,0,1,goal,1,1932,31,29,2,813
109850103,813,80100,3,170,3,3,goal,1,1970,31,30,1,811
109850103,813,80444,3,199,0,1,miss,0,1999,31,30,1,811
109850103,813,80444,3,206,0,1,goal,1,2006,31,31,0,811
109850103,813,80444,3,227,3,1,goal,1,2027,31,32,-1,811
109850103,813,80100,3,258,1,0,goal,1,2058,31,33,-2,811
109850103,813,80444,3,280,3,3,goal,1,2080,31,34,-3,811
109850103,811,993463,3,313,3,1,goal,1,2113,32,34,-2,813
109850103,813,80100,3,355,3,2,miss,0,2155,32,34,-2,811
109850103,811,80052,3,391,0,2,goal,1,2191,33,34,-1,813
109850103,811,80052,3,408,1,1,goal,1,2208,34,34,0,813
109850103,813,80100,3,422,3,3,goal,1,2222,34,35,-1,811
109850103,811,80052,3,450,0,1,goal,1,2250,35,35,0,813
109850103,813,80444,3,475,0,1,goal,1,2275,35,36,-1,811
109850103,811,80052,3,506,0,1,goal,1,2306,36,36,0,813
109850103,813,80100,3,542,3,3,goal,1,2342,36,37,-1,811
109850103,811,80052,3,567,3,1,miss,0,2367,36,37,-1,813
109850103,811,80293,3,575,3,3,goal,1,2375,37,37,0,813
109850103,813,80100,3,590,1,1,miss,0,2390,37,37,0,811
109850103,813,80444,3,595,3,3,goal,1,2395,37,38,-1,811
109850103,811,80052,3,621,3,1,goal,1,2421,38,38,0,813
109850103,813,80444,3,645,3,3,goal,1,2445,38,39,-1,811
109850103,811,80052,3,682,0,1,goal,1,2482,39,39,0,813
109850103,813,80100,3,729,1,2,goal,1,2529,39,40,-1,811
109850103,811,80293,3,752,3,3,goal,1,2552,40,40,0,813
109850103,813,80100,3,771,3,3,goal,1,2571,40,41,-1,811
109850103,811,80052,3,791,0,1,goal,1,2591,41,41,0,813
109850103,813,80100,3,837,1,1,goal,1,2637,41,42,-1,811
109850103,811,80052,3,871,0,1,goal,1,2671,42,42,0,813
109850103,811,80052,3,899,3,3,goal,1,2699,43,42,1,813
109850103,813,80444,4,40,1,1,goal,1,2740,43,43,0,811
109850103,813,80100,4,61,1,1,goal,1,2761,43,44,-1,811
109850103,811,80293,4,80,1,1,goal,1,2780,44,44,0,813
109850103,813,80100,4,93,3,1,goal,1,2793,44,45,-1,811
109850103,811,80293,4,112,1,0,goal,1,2812,45,45,0,813
109850103,813,80100,4,149,1,1,goal,1,2849,45,46,-1,811
109850103,813,80444,4,189,1,1,goal,1,2889,45,47,-2,811
109850103,813,80100,4,206,3,3,goal,1,2906,45,48,-3,811
109850103,811,80052,4,238,0,2,goal,1,2938,46,48,-2,813
109850103,811,80052,4,284,3,1,goal,1,2984,47,48,-1,813
109850103,811,80052,4,313,3,3,goal,1,3013,48,48,0,813
109850103,813,80444,4,337,0,1,goal,1,3037,48,49,-1,811
109850103,811,80052,4,367,0,1,goal,1,3067,49,49,0,813
109850103,813,80100,4,392,1,2,goal,1,3092,49,50,-1,811
109850103,811,80052,4,426,0,1,goal,1,3126,50,50,0,813
109850103,811,80293,4,524,0,1,goal,1,3224,51,50,1,813
109850103,811,80052,4,560,3,3,goal,1,3260,52,50,2,813
109850103,813,80444,4,587,1,1,goal,1,3287,52,51,1,811
109850103,811,80293,4,618,0,1,miss,0,3318,52,51,1,813
109850103,813,80444,4,644,3,1,goal,1,3344,52,52,0,811
109850103,813,80100,4,696,0,1,miss,0,3396,52,52,0,811
109850103,813,80444,4,817,3,1,goal,1,3517,52,53,-1,811
109850103,811,80052,4,847,3,3,goal,1,3547,53,53,0,813
109850103,813,80444,4,880,3,1,goal,1,3580,53,54,-1,811
