matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers
98180203,802,80028,1,0,1,0,0,0,3,0,0,0,27,8,0,3,0,0,0,0,15,0,1,0,0,28,1,0,28,1,0,0,1
98180203,802,80028,2,0,1,0,0,1,7,0,0,0,31,12,0,7,0,0,0,0,15,0,0,0,0,31,0,0,33,1,0,0,1
98180203,802,80028,3,1,0,0,0,0,0,1,0,0,34,10,0,4,0,0,0,0,15,0,1,0,0,35,2,0,35,1,0,0,1
98180203,802,80028,4,0,0,0,0,0,3,0,0,0,26,8,0,3,0,0,0,0,15,0,0,0,0,28,0,0,27,1,0,0,0
98180203,802,80198,1,1,2,0,0,0,7,1,0,1,28,3,0,1,9,2,7,0,15,0,1,0,0,18,2,0,33,1,0,0,4
98180203,802,80198,2,0,0,0,0,0,4,0,0,0,34,5,1,3,10,2,8,1,15,0,0,2,0,22,0,0,34,1,2,0,0
98180203,802,80198,3,0,1,0,0,0,5,1,0,0,15,2,0,1,3,2,1,0,11,0,0,0,0,12,1,0,18,1,0,0,3
98180203,802,80198,4,0,1,0,0,0,9,0,0,0,27,4,0,3,8,2,6,0,15,0,0,1,0,19,0,0,33,1,1,0,1
98180203,802,80223,1,0,0,0,0,1,1,0,0,1,16,0,0,0,0,0,0,0,15,0,2,0,0,16,2,0,16,1,0,0,0
98180203,802,80223,2,0,1,0,0,0,2,0,0,2,11,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,12,1,0,0,1
98180203,802,80223,3,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,15,0,3,0,1,9,4,0,9,1,0,0,0
98180203,802,80223,4,0,0,0,0,0,0,1,0,2,13,0,0,0,0,0,0,0,15,0,1,0,0,12,2,0,13,1,0,0,0
98180203,802,80247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98180203,802,80247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98180203,802,80247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98180203,802,80247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98180203,802,80428,1,0,0,0,0,0,0,3,0,1,6,0,0,0,0,0,0,0,15,0,2,0,0,3,5,0,7,1,0,0,0
98180203,802,80428,2,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,4,5,0,4,1,0,0,0
98180203,802,80428,3,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,15,0,0,0,0,3,1,0,4,1,0,0,0
98180203,802,80428,4,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,15,0,1,0,0,4,1,0,6,1,0,0,1
98180203,802,80524,1,0,0,0,0,0,1,2,1,0,14,1,1,0,0,0,0,0,15,0,0,0,0,13,2,1,16,1,1,0,0
98180203,802,80524,2,0,0,0,0,0,2,4,0,0,11,0,0,0,0,0,0,0,15,0,2,0,0,11,6,1,11,1,0,0,0
