matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630603,802,7,5,2,0,0,64,36,0,8,79,3,34,69,11,58,48,2,8,3,0,11,3,1,47,8,3,52,0,22,88,85.62162162162163,65.9090909090909,81.55339805825243,-15.64430714916152
95630603,808,5,1,0,1,2,72,51,2,9,102,8,58,99,15,84,61,9,14,6,0,18,12,0,69,8,14,48,0,16,103,100.21621621621622,81.55339805825243,65.9090909090909,15.64430714916152
