matchId,squadId,playerId,period,periodSeconds,distanceCode,positionCode,scoreName,scorePoints,matchSeconds,homeSquadScore,awaySquadScore,scoreDifferential,oppSquadId
80350202,804,80293,3,797,0,1,goal,1,2631,43,32,11,801
80350202,801,80295,3,819,0,1,goal,1,2653,43,33,10,804
80350202,804,80293,3,843,1,1,goal,1,2677,44,33,11,801
80350202,801,80067,3,897,0,0,goal,1,2731,44,34,10,804
80350202,804,80570,4,26,0,2,goal,1,2763,45,34,11,801
80350202,801,80067,4,50,0,2,goal,1,2787,45,35,10,804
80350202,804,80293,4,80,0,0,goal,1,2817,46,35,11,801
80350202,804,80570,4,161,0,1,goal,1,2898,47,35,12,801
80350202,804,80570,4,181,0,1,goal,1,2918,48,35,13,801
80350202,801,80295,4,203,0,1,goal,1,2940,48,36,12,804
80350202,804,80570,4,228,0,0,goal,1,2965,49,36,13,801
80350202,801,80067,4,258,1,1,miss,0,2995,49,36,13,804
80350202,804,80293,4,278,1,0,miss,0,3015,49,36,13,801
80350202,804,80570,4,291,0,1,miss,0,3028,49,36,13,801
80350202,804,80570,4,296,0,1,goal,1,3033,50,36,14,801
80350202,804,80293,4,329,1,0,goal,1,3066,51,36,15,801
80350202,801,80067,4,352,0,1,goal,1,3089,51,37,14,804
80350202,804,80570,4,391,0,1,miss,0,3128,51,37,14,801
80350202,804,80570,4,419,0,0,goal,1,3156,52,37,15,801
80350202,801,80067,4,446,1,2,miss,0,3183,52,37,15,804
80350202,801,80067,4,500,0,0,goal,1,3237,52,38,14,804
80350202,804,80293,4,515,0,1,goal,1,3252,53,38,15,801
80350202,801,80346,4,564,0,1,goal,1,3301,53,39,14,804
80350202,804,80570,4,606,0,1,goal,1,3343,54,39,15,801
80350202,801,80067,4,627,0,2,goal,1,3364,54,40,14,804
80350202,801,80067,4,734,0,1,goal,1,3471,54,41,13,804
80350202,801,80067,4,757,1,2,goal,1,3494,54,42,12,804
80350202,804,80570,4,778,1,1,goal,1,3515,55,42,13,801
80350202,804,80570,4,810,0,0,goal,1,3547,56,42,14,801
80350202,804,80570,4,824,1,1,goal,1,3561,57,42,15,801
80350202,801,80346,4,857,1,1,goal,1,3594,57,43,14,804
80350202,804,80570,4,868,1,0,goal,1,3605,58,43,15,801
80350202,801,80067,4,888,0,2,goal,1,3625,58,44,14,804
