matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration,oppSquadId
119950102,1030103,9490,GS,0,GS,3600,3600,9491
119950102,1030096,9490,GA,0,GA,3600,3600,9491
119950102,1030106,9490,WA,0,C,2700,2700,9491
119950102,1030106,9490,C,2700,C,3600,900,9491
119950102,1030100,9490,C,0,S,2700,2700,9491
119950102,1030100,9490,S,2700,S,3600,900,9491
119950102,1030101,9490,WD,0,S,2700,2700,9491
119950102,1030101,9490,S,2700,S,3600,900,9491
119950102,1030098,9490,GD,0,S,2700,2700,9491
119950102,1030098,9490,S,2700,S,3600,900,9491
119950102,1030099,9490,GK,0,GD,2700,2700,9491
119950102,1030099,9490,GD,2700,GD,3600,900,9491
119950102,1030104,9490,S,0,S,3600,3600,9491
119950102,1030105,9490,S,0,S,3600,3600,9491
119950102,1030108,9490,S,0,WD,2700,2700,9491
119950102,1030108,9490,WD,2700,WD,3600,900,9491
119950102,1030102,9490,S,0,WA,2700,2700,9491
119950102,1030102,9490,WA,2700,WA,3600,900,9491
119950102,1030094,9490,S,0,GK,2700,2700,9491
119950102,1030094,9490,GK,2700,GK,3600,900,9491
119950102,1017607,9491,GS,0,GS,3600,3600,9490
119950102,1017603,9491,GA,0,GD,2125,2125,9490
119950102,1017603,9491,GD,2125,GD,3600,1475,9490
119950102,1017606,9491,WA,0,S,900,900,9490
119950102,1017606,9491,S,900,WA,3287,2387,9490
119950102,1017606,9491,WA,3287,WA,3600,313,9490
119950102,1021429,9491,C,0,S,900,900,9490
119950102,1021429,9491,S,900,C,2125,1225,9490
119950102,1021429,9491,C,2125,C,3600,1475,9490
119950102,1021427,9491,WD,0,WD,3600,3600,9490
119950102,1017609,9491,GD,0,S,2125,2125,9490
119950102,1017609,9491,S,2125,S,3600,1475,9490
119950102,1021431,9491,GK,0,GK,3600,3600,9490
119950102,1017612,9491,S,0,GA,2125,2125,9490
119950102,1017612,9491,GA,2125,S,3287,1162,9490
119950102,1017612,9491,S,3287,S,3600,313,9490
119950102,1021425,9491,S,0,C,900,900,9490
119950102,1021425,9491,C,900,S,2125,1225,9490
119950102,1021425,9491,S,2125,S,3600,1475,9490
119950102,1021424,9491,S,0,GA,3287,3287,9490
119950102,1021424,9491,GA,3287,GA,3600,313,9490
119950102,1024783,9491,S,0,S,3600,3600,9490
119950102,1024728,9491,S,0,WA,900,900,9490
119950102,1024728,9491,WA,900,S,3287,2387,9490
119950102,1024728,9491,S,3287,S,3600,313,9490
