matchId,playerId,squadId,minutesPlayed,oppSquadId
119950102,1030103,9490,60.0,9491
119950102,1030096,9490,60.0,9491
119950102,1030106,9490,60.0,9491
119950102,1030100,9490,45.0,9491
119950102,1030101,9490,45.0,9491
119950102,1030098,9490,45.0,9491
119950102,1030099,9490,60.0,9491
119950102,1030104,9490,0.0,9491
119950102,1030105,9490,0.0,9491
119950102,1030108,9490,15.0,9491
119950102,1030102,9490,15.0,9491
119950102,1030094,9490,15.0,9491
119950102,1017607,9491,60.0,9490
119950102,1017603,9491,60.0,9490
119950102,1017606,9491,20.216666666666665,9490
119950102,1021429,9491,39.583333333333336,9490
119950102,1021427,9491,60.0,9490
119950102,1017609,9491,35.416666666666664,9490
119950102,1021431,9491,60.0,9490
119950102,1017612,9491,19.366666666666667,9490
119950102,1021425,9491,20.416666666666668,9490
119950102,1021424,9491,5.216666666666667,9490
119950102,1024783,9491,0.0,9490
119950102,1024728,9491,39.78333333333333,9490
