matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119950102,9490,9491,3,3,0,0,1,52,73,37,0,0,13,64,121,9,56,20,57,69,8,61,44,5,12,6,9,3,25,5,3,42,10,61,23,2,48,54,0,1,75,13,2.0,90.0,90.0,67.77777777777779,68.67469879518072,-0.8969210174029314
119950102,9491,9490,4,2,0,0,4,53,73,40,1,1,10,52,84,10,50,25,47,62,5,57,43,5,9,9,6,0,80,15,2,55,10,57,25,7,45,46,0,0,69,16,4.0,83.0,83.0,68.67469879518072,67.77777777777779,0.8969210174029314
