price,surname,firstName,team,position,playerId
160000,STERLING,Shamera,Thunderbirds,GK,80830
135000,FOWLER,Jhaniele,Fever,GS,80826
115000,BRUCE,Courtney,Fever,GK/GD,80343
105000,WARD,Jodi-Ann,Magpies,GD/WD,1011747
105000,WESTON,Jo,Vixens,GD/WD,80577
55000,DWAN,Tippah,Thunderbirds,GA,1007306
120000,WATSON,Liz,Vixens,C/WA,994224
55000,WILLIAMS,Tayla,Thunderbirds,C/WA,1020223
45000,FRASER,Tayla,Swifts,WD/C,1009742
110000,KUMWENDA,Mwai,Vixens,GA/GS,80540
