matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117080101,806,24,8,24,8,0,3,0,0,0,27,53,31,3,3,7,10,26,43,9,44,18,21,3,18,32,8,21,3,24,17,4,3,10,4,6,0,103,7,1,38,11,27,24,2,42,0,50,9,0.0,58.0,87.0,41.37931034482759,69.0909090909091,-27.711598746081506
117080101,8118,37,4,37,4,1,1,0,0,1,29,73,14,0,0,17,17,38,53,15,53,13,35,3,36,41,3,35,3,38,24,8,6,4,10,2,33,340,7,2,21,4,41,15,6,58,0,67,6,1.0,55.0,82.5,69.0909090909091,41.37931034482759,27.711598746081506
