matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
93550108,841,7249,1,3,0,1,0,33,33,4,9,52,14,24,42,7,35,8,0,14,2,2,48,10,6,0,17,57,82.21153846153847,61.40350877192983,50.847457627118644,10.556051144811185
93550108,7249,841,5,2,1,0,1,27,25,2,11,37,12,18,43,13,30,6,0,7,3,2,32,11,5,0,19,59,85.09615384615384,50.847457627118644,61.40350877192983,-10.556051144811185
