matchId,squadId,oppSquadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goals1,goals2,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127151403,806,807,1,17.0,4.0,17.0,4.0,1.0,0.0,0.0,0.0,1.0,15.0,89.0,11.0,0.0,0.0,4.0,4.0,20.0,27.0,1.0,100.0,3.0,18.0,21.0,2.0,16.0,3.0,19.0,16.0,3.0,16.0,1.0,2.0,1.0,1.0,0.0,50.0,123.5,4.0,0.0,15.0,0.0,22.0,3.0,1.0,12.0,44.0,0.0,0.0,67.0,2.0,1.0,23.0,92.0,82.6086956521739,70.83333333333334,11.775362318840564
127151403,806,807,2,14.0,1.0,14.0,1.0,1.0,2.0,0.0,0.0,2.0,11.0,67.0,15.0,1.0,1.0,3.0,4.0,12.0,16.0,3.0,33.0,8.0,9.0,15.0,4.0,10.0,1.0,11.0,10.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,50.0,56.5,3.0,1.0,19.0,2.0,12.0,9.0,3.0,8.0,45.0,0.0,1.0,40.0,7.0,2.0,22.0,88.0,50.0,54.166666666666664,-4.166666666666664
127151403,806,807,3,16.0,2.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,88.0,11.0,1.0,1.0,2.0,3.0,17.0,21.0,1.0,0.0,3.0,15.0,18.0,2.0,15.0,1.0,16.0,15.0,1.0,15.0,0.0,1.0,2.0,0.0,1.0,50.0,98.0,5.0,1.0,17.0,2.0,17.0,4.0,1.0,13.0,40.0,0.0,0.0,50.0,1.0,1.0,21.0,84.0,76.19047619047619,78.26086956521739,-2.070393374741201
127151403,806,807,4,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,81.0,12.0,1.0,1.0,5.0,6.0,17.0,23.0,2.0,100.0,3.0,15.0,19.0,2.0,17.0,0.0,17.0,17.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,100.0,130.0,2.0,1.0,14.0,4.0,17.0,3.0,3.0,8.0,51.0,0.0,0.0,67.0,3.0,2.0,20.0,80.0,85.0,66.66666666666666,18.333333333333343
127151403,806,807,5,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,4.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,1.0,6.0,6.0,0.0,5.0,1.0,6.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,6.0,30.0,0.0,0.0,100.0,1.0,0.0,7.0,64.94845360824742,85.71428571428571,83.33333333333334,2.3809523809523654
127151403,806,807,6,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,5.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,22.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,68.0,0.0,0.0,100.0,1.0,0.0,7.0,81.29032258064515,57.14285714285714,16.666666666666664,40.476190476190474
127151403,807,806,1,20.0,1.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,16.0,83.0,10.0,0.0,0.0,3.0,3.0,19.0,23.0,1.0,100.0,4.0,15.0,21.0,4.0,17.0,0.0,17.0,17.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,25.0,114.0,4.0,0.0,14.0,3.0,17.0,4.0,3.0,15.0,56.0,0.0,0.0,50.0,3.0,1.0,24.0,96.0,70.83333333333334,82.6086956521739,-11.775362318840564
127151403,807,806,2,15.0,2.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,9.0,58.0,10.0,1.0,1.0,1.0,2.0,15.0,20.0,2.0,100.0,6.0,11.0,17.0,4.0,13.0,0.0,13.0,13.0,0.0,7.0,2.0,4.0,2.0,1.0,2.0,25.0,61.0,1.0,0.0,11.0,2.0,13.0,8.0,1.0,8.0,55.0,0.0,0.0,57.0,5.0,1.0,24.0,96.0,54.166666666666664,50.0,4.166666666666664
127151403,807,806,3,18.0,3.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,83.0,11.0,0.0,0.0,0.0,0.0,18.0,27.0,3.0,67.0,2.0,16.0,21.0,3.0,16.0,2.0,18.0,16.0,2.0,15.0,2.0,1.0,0.0,2.0,1.0,33.0,128.5,2.0,0.0,13.0,1.0,20.0,3.0,3.0,15.0,60.0,0.0,0.0,100.0,2.0,1.0,23.0,92.0,78.26086956521739,76.19047619047619,2.070393374741201
127151403,807,806,4,11.0,5.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,14.0,69.0,12.0,0.0,0.0,3.0,3.0,16.0,26.0,0.0,0.0,3.0,14.0,16.0,2.0,10.0,4.0,14.0,10.0,4.0,11.0,0.0,3.0,0.0,0.0,2.0,0.0,85.0,1.0,0.0,13.0,1.0,18.0,5.0,0.0,12.0,49.0,0.0,0.0,100.0,3.0,0.0,21.0,84.0,66.66666666666666,85.0,-18.333333333333343
