matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
93550103,838,840,3,3,0,0,3,26,30,2,10,65,18,28,49,10,39,15,0,6,4,2,36,7,6,0,24,69,95.53846153846153,56.52173913043478,44.0,12.521739130434781
93550103,840,838,6,4,0,0,0,22,22,5,8,37,12,15,28,6,22,3,0,7,2,1,29,12,7,0,24,50,69.23076923076923,44.0,56.52173913043478,-12.521739130434781
