matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119460102,811,813,6.0,3.0,0.0,0.0,1.0,44.0,73.0,44.0,2.0,2.0,8.0,48.0,78.0,8.0,38.0,21.0,42.0,55.0,7.0,48.0,37.0,3.0,8.0,5.0,4.0,3.0,29.0,259.5,15.0,4.0,59.0,4.0,48.0,24.0,5.0,38.0,47.0,0.0,0.0,50.0,15.0,2.0,77.0,77.0,62.33766233766234,65.82278481012658,-3.4851224724642407
119460102,813,811,3.0,5.0,0.0,0.0,1.0,46.0,73.0,39.0,2.0,2.0,4.0,52.0,66.0,9.0,56.0,22.0,48.0,56.0,4.0,52.0,38.0,5.0,9.0,4.0,5.0,2.0,25.0,301.0,19.0,2.0,58.0,6.0,52.0,24.0,3.0,43.0,53.0,0.0,4.0,60.0,16.0,1.0,79.0,79.0,65.82278481012658,62.33766233766234,3.4851224724642407
