matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124380302,810,9698,62,5,62,5,3,2,0,0,2,53,81,37,4,4,9,13,61,78,12,58,19,61,4,59,67,2,61,4,65,48,7,10,6,4,Q4 13:52,1,50,426,14,1,51,10,69,20,5,47,52,1,0,1,67,12,1.0,86.0,86.0,75.5813953488372,61.1764705882353,14.404924760601908
124380302,9698,810,45,15,45,15,3,5,0,0,0,54,63,44,2,2,13,15,53,73,8,63,23,42,10,46,60,8,42,10,52,37,5,10,4,6,Q4 14:32,4,25,327,18,0,63,10,62,27,2,49,48,4,0,3,83,15,2.0,85.0,85.0,61.1764705882353,75.5813953488372,-14.404924760601908
