matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127151004,8117,8118,57,20,57,20,1,2,0,0,2,66,72,34,3,3,15,18,71,124,8,75,17,48,10,52,77,19,48,10,58,48,6,4,6,4,Q4 14:51,8,42,443.5,10,3,44,14,68,25,10,62,47,29,4,0,0,50,7,7.9799999999999995,94.02,94.02,61.689002339927676,77.62654189706507,-15.937539557137391
127151004,8118,8117,71,11,71,11,1,3,0,0,0,63,83,27,4,4,15,19,74,129,18,61,14,68,5,67,82,9,68,5,73,55,11,7,4,6,Q4 14:17,2,44,619.5,15,1,42,10,78,16,12,59,53,26,3,0,1,100,8,3.96,94.04,94.04,77.62654189706507,61.689002339927676,15.937539557137391
