squadName,oppSquadName,roundNo,attempt1,attempt2,goal1,goal2,goalAttempts,badPasses,badHands,offsides,breaks,contactPenalties,obstructionPenalties,penalties,centrePassReceives,secondPhaseReceive,deflectionWithGain,deflectionWithNoGain,deflections,gain,feeds,feedWithAttempt,generalPlayTurnovers,goalAssists,interceptPassThrown,intercepts,netPoints,pickups,points
Swifts,Magpies,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,16.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,42.5,1.0,0.0
Swifts,Thunderbirds,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,35.5,0.0,0.0
Swifts,Firebirds,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,9.0,2.0,4.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0
Swifts,Fever,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,18.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,31.5,0.0,0.0
Swifts,Lightning,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,21.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,32.5,0.0,0.0
Swifts,Vixens,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,13.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,1.0,0.0
Swifts,GIANTS,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,1.0,1.0,4.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,72.0,1.0,0.0
Swifts,Lightning,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,11.0,3.0,5.0,2.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,60.0,1.0,0.0
Swifts,Fever,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,11.0,5.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0
Swifts,Magpies,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,2.0,5.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,76.5,2.0,0.0
Swifts,Vixens,11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,5.0,17.0,0.0,2.0,2.0,10.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,68.0,2.0,0.0
Swifts,GIANTS,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,9.0,0.0,0.0,2.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0
Swifts,Firebirds,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,11.0,0.0,0.0,2.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,0.0
Swifts,Thunderbirds,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,2.0,2.0,8.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,86.5,0.0,0.0
