matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
113910904,801,1001865,1015271,1016033,999806,1009731,1007301,80830,0,1273,0,21,0,17,1273,4,11.31186174391202
113910904,801,1001865,1015271,1016033,1019168,1009731,1007301,80830,1273,2448,21,39,17,36,1175,-1,-3.0638297872340425
113910904,801,1001865,1015271,1016033,1019168,1009731,1019205,80830,2448,2458,39,40,36,36,10,1,360.0
113910904,801,1001865,1001712,1016033,1019168,1009731,1019205,80830,2458,2899,40,47,36,41,441,2,16.3265306122449
113910904,801,1001865,1015271,1016033,1019168,1009731,1019205,80830,2899,2910,47,47,41,41,11,0,0.0
113910904,801,1001865,1015271,1016033,999806,1009731,1019205,80830,2910,3106,47,50,41,45,196,-1,-18.367346938775512
113910904,801,1001865,1015271,1016033,999806,1009731,1007301,80830,3106,3600,50,62,45,54,494,3,21.86234817813765
113910904,8119,1010545,1001872,80575,1004473,80299,1011747,80010,0,1067,0,15,0,18,1067,-3,-10.121836925960636
113910904,8119,1010545,1001872,80575,80299,1013050,1011747,80010,1067,1421,15,17,18,25,354,-5,-50.847457627118644
113910904,8119,1010545,1015270,80575,80299,1013050,1011747,80010,1421,1659,17,23,25,30,238,1,15.126050420168067
113910904,8119,1010545,1015270,80575,80299,1013050,1004473,80010,1659,1668,23,24,30,30,9,1,400.0
113910904,8119,1010545,1015270,80575,80299,1013050,1001716,80010,1668,2715,24,40,30,46,1047,0,0.0
113910904,8119,1010545,1015270,80575,80299,1013050,1011747,80010,2715,3356,40,48,46,55,641,-1,-5.616224648985959
113910904,8119,1001872,1015270,80575,80299,1013050,1011747,80010,3356,3600,48,54,55,62,244,-1,-14.754098360655739
