matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630705,803,2,4,0,0,0,36,33,4,15,67,10,23,57,12,45,0,0,0,6,0,15,6,3,49,8,10,0,0,21,72,70.2439024390244,62.5,64.38356164383562,-1.8835616438356197
95630705,805,3,7,0,0,3,41,53,5,16,65,12,35,56,9,47,0,0,0,7,0,8,3,1,63,9,8,0,0,20,73,71.21951219512195,64.38356164383562,62.5,1.8835616438356197
