matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
103931103,807,5,4,0,0,3,53,0,43,1,1,9,202,70,108,14,0,22,54,82,18,64,42,9,13,2,7,0,39,401,12,0,108,55,14,24,108.0,18,57,0,41,7.0,106.3457330415755,59.25925925925925,53.191489361702125,6.0677698975571275
103931103,8118,5,5,0,0,0,52,0,58,2,2,11,139,50,67,4,0,26,46,59,9,50,36,2,12,7,2,0,0,119,14,2,67,73,7,32,94.0,0,43,0,50,0.0,92.5601750547046,53.191489361702125,59.25925925925925,-6.0677698975571275
