matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
80050301,803,80058,80030,80170,80154,80037,80024,80159,0,919,0,10,0,17,919,-7,-27.421109902067464,807
80050301,803,80166,80058,80170,80154,80037,80024,80159,919,1835,10,21,17,31,916,-3,-11.790393013100436,807
80050301,803,80058,80030,80170,80154,80037,80024,80159,1835,2777,21,33,31,44,942,-1,-3.821656050955414,807
80050301,803,80058,80030,80170,80154,80037,80160,80159,2777,3650,33,46,44,58,873,-1,-4.123711340206185,807
80050301,807,80078,80155,80085,80081,80076,80083,80020,0,1032,0,18,0,13,1032,5,17.441860465116278,803
80050301,807,80078,80155,80085,80081,80076,80083,80080,1032,1059,18,18,13,14,27,-1,-133.33333333333334,803
80050301,807,80078,80155,80085,80081,80076,80080,80083,1059,1061,18,18,14,14,2,0,0.0,803
80050301,807,80078,80155,80085,80081,80076,80080,80020,1061,1069,18,18,14,14,8,0,0.0,803
80050301,807,80078,80155,80086,80081,80076,80080,80020,1069,1443,18,22,14,19,374,-1,-9.62566844919786,803
80050301,807,80078,80155,80085,80081,80076,80080,80020,1443,2741,22,43,19,33,1298,7,19.41448382126348,803
80050301,807,80078,80155,80085,80081,80077,80076,80020,2741,3650,43,58,33,46,909,2,7.920792079207921,803
