matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102940104,811,813,7,3,1,0,0,46,37,4,11,177,89,10,34,70,12,58,37,7,14,5,0,15,6,2,89,52,8,94,10,56,0,30,92.94149958802527,61.702127659574465,48.275862068965516,13.42626559060895
102940104,813,811,9,3,0,1,2,45,52,1,16,133,69,8,23,53,11,42,28,4,10,5,0,11,4,3,69,63,10,87,5,44,0,38,86.02032408678934,48.275862068965516,61.702127659574465,-13.42626559060895
