matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95631001,807,1,0,1,0,0,1,8,22,0,6,13,1,5,13,4,9,5,1,3,1,2,3,0,24,4,3,47,0,7,17,67.32673267326733,52.94117647058824,60.0,-7.058823529411761
95631001,807,2,0,0,0,0,0,14,18,2,1,23,3,11,23,6,17,13,3,1,1,3,4,0,21,1,6,51,0,2,21,81.81818181818181,80.95238095238095,65.0,15.952380952380949
95631001,807,3,0,1,0,0,0,13,10,0,5,21,2,6,22,8,14,10,2,2,2,3,6,2,13,5,6,50,0,5,21,80.6830309498399,66.66666666666666,70.58823529411765,-3.921568627450995
95631001,807,4,1,1,0,0,0,12,11,1,1,27,2,12,17,1,16,12,2,2,1,5,0,0,16,3,1,55,0,3,20,78.51690294438386,80.0,64.70588235294117,15.294117647058826
95631001,810,1,2,4,0,0,0,10,12,0,4,16,3,5,12,0,12,8,1,3,3,4,0,0,16,4,0,53,0,8,20,79.20792079207921,60.0,52.94117647058824,7.058823529411761
95631001,810,2,1,1,0,0,0,14,12,2,1,21,3,6,17,4,13,12,1,0,1,6,1,0,18,0,3,49,0,4,20,77.92207792207792,65.0,80.95238095238095,-15.952380952380949
95631001,810,3,0,2,0,0,0,12,16,0,2,15,2,8,13,1,12,10,1,1,2,4,1,0,20,1,1,50,0,5,17,65.31483457844183,70.58823529411765,66.66666666666666,3.921568627450995
95631001,810,4,2,0,0,0,0,13,16,0,3,14,1,7,12,1,11,8,1,2,1,5,0,0,21,0,0,45,0,5,17,66.73936750272628,64.70588235294117,80.0,-15.294117647058826
