matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630504,803,809,2,2,1,0,6,43,58,2,17,83,12,31,60,11,49,23,0,0,10,0,13,0,4,72,10,2,58,0,16,76,67.19056974459725,64.47368421052632,60.317460317460316,4.156223893065999
95630504,809,803,1,7,0,1,2,37,65,3,15,46,9,21,46,8,38,19,0,0,6,0,20,1,1,85,5,4,42,0,18,63,55.697445972495096,60.317460317460316,64.47368421052632,-4.156223893065999
