matchId,squadId,oppSquadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goals1,goals2,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124380502,8117,8118,1,16.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,81.0,13.0,0.0,0.0,3.0,3.0,18.0,24.0,4.0,75.0,4.0,15.0,19.0,3.0,15.0,1.0,16.0,15.0,1.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,122.0,0.0,0.0,13.0,2.0,17.0,5.0,4.0,12.0,51.0,0.0,0.0,0.0,2.0,0.0,24.0,96.0,66.66666666666666,62.5,4.166666666666657
124380502,8117,8118,2,17.0,2.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,78.0,14.0,1.0,1.0,2.0,3.0,19.0,25.0,2.0,50.0,4.0,18.0,19.0,1.0,17.0,1.0,18.0,17.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,0.0,107.0,1.0,0.0,15.0,2.0,19.0,5.0,0.0,12.0,54.0,0.0,1.0,75.0,3.0,0.0,24.0,96.0,75.0,72.72727272727273,2.2727272727272663
124380502,8117,8118,3,19.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,82.0,10.0,1.0,1.0,1.0,2.0,19.0,26.0,2.0,100.0,3.0,14.0,21.0,4.0,16.0,1.0,17.0,16.0,1.0,14.0,2.0,1.0,1.0,1.0,2.0,50.0,96.5,4.0,0.0,14.0,1.0,18.0,5.0,2.0,14.0,50.0,0.0,1.0,33.0,2.0,2.0,24.0,96.0,70.83333333333334,70.83333333333334,0.0
124380502,8117,8118,4,15.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0,69.0,18.0,1.0,1.0,2.0,3.0,18.0,30.0,2.0,100.0,3.0,15.0,19.0,4.0,13.0,2.0,15.0,13.0,2.0,11.0,2.0,2.0,2.0,1.0,3.0,0.0,100.0,4.0,0.0,22.0,3.0,17.0,6.0,0.0,15.0,49.0,0.0,0.0,67.0,2.0,0.0,25.0,100.0,60.0,71.42857142857143,-11.42857142857143
124380502,8117,8118,5,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,7.0,0.0,0.0,2.0,2.0,4.0,7.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,-10.0,3.0,1.0,10.0,0.0,1.0,5.0,0.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,108.0,11.11111111111111,85.71428571428571,-74.6031746031746
124380502,8117,8118,6,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,4.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,0.0,4.0,8.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,25.5,0.0,0.0,4.0,1.0,8.0,3.0,2.0,5.0,46.0,0.0,0.0,100.0,1.0,0.0,11.0,132.0,36.36363636363637,62.5,-26.136363636363633
124380502,8118,8117,1,14.0,4.0,14.0,4.0,0.0,2.0,0.0,0.0,0.0,15.0,75.0,11.0,2.0,2.0,4.0,6.0,18.0,36.0,3.0,33.0,3.0,15.0,18.0,3.0,13.0,2.0,15.0,13.0,2.0,12.0,1.0,2.0,1.0,0.0,3.0,0.0,118.0,2.0,0.0,13.0,2.0,17.0,6.0,1.0,12.0,49.0,0.0,0.0,100.0,2.0,0.0,24.0,96.0,62.5,66.66666666666666,-4.166666666666657
124380502,8118,8117,2,12.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,71.0,12.0,0.0,0.0,2.0,2.0,15.0,28.0,2.0,100.0,6.0,16.0,16.0,0.0,12.0,4.0,16.0,12.0,4.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,94.0,4.0,0.0,16.0,1.0,20.0,6.0,1.0,11.0,46.0,0.0,1.0,67.0,4.0,0.0,22.0,88.0,72.72727272727273,75.0,-2.2727272727272663
124380502,8118,8117,3,18.0,2.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,67.0,14.0,0.0,0.0,0.0,0.0,19.0,29.0,3.0,100.0,4.0,16.0,20.0,3.0,16.0,1.0,17.0,16.0,1.0,12.0,3.0,2.0,1.0,1.0,1.0,33.0,97.0,3.0,2.0,17.0,0.0,18.0,5.0,3.0,16.0,50.0,0.0,0.0,100.0,3.0,1.0,24.0,96.0,70.83333333333334,70.83333333333334,0.0
124380502,8118,8117,4,15.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,87.0,15.0,1.0,1.0,2.0,3.0,13.0,18.0,4.0,0.0,5.0,11.0,16.0,1.0,14.0,1.0,15.0,14.0,1.0,13.0,0.0,2.0,1.0,2.0,0.0,0.0,99.0,1.0,0.0,16.0,2.0,16.0,5.0,1.0,11.0,51.0,0.0,0.0,100.0,3.0,0.0,21.0,84.0,71.42857142857143,60.0,11.42857142857143
