matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers
95640107,806,80048,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,0
95640107,806,80048,2,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,3,15,0,0,0,0,4,1,1,0,0,0
95640107,806,80048,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,15,0,2,0,0,5,0,1,0,0,0
95640107,806,80048,4,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,15,0,2,0,0,3,0,1,1,0,0
95640107,806,80049,1,0,1,0,0,0,1,3,0,0,0,2,0,0,0,0,2,15,0,0,0,0,3,0,1,0,0,1
95640107,806,80049,2,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,15,0,0,0,0,5,0,1,1,0,0
95640107,806,80049,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,1,0,0,0
95640107,806,80049,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,1,0,0,0
95640107,806,80052,1,0,0,0,0,0,0,1,0,0,2,0,1,10,1,9,0,15,0,0,0,0,1,0,1,0,0,0
95640107,806,80052,2,0,0,0,0,0,0,0,0,0,1,0,1,10,1,9,0,15,0,0,0,0,0,0,1,0,0,1
95640107,806,80052,3,0,0,0,0,0,0,0,0,1,1,0,1,6,1,5,0,15,0,0,0,0,0,0,1,0,0,0
95640107,806,80052,4,0,0,0,0,0,0,1,0,0,0,0,0,8,1,7,0,15,0,0,1,0,1,0,1,1,0,1
95640107,806,80069,1,0,1,0,0,0,7,1,0,1,5,0,3,0,0,0,0,15,0,0,0,1,1,1,1,0,0,3
95640107,806,80069,2,0,0,0,0,0,4,0,0,0,9,0,4,0,0,0,0,15,0,0,0,1,0,1,1,0,0,1
95640107,806,80069,3,0,1,0,0,1,1,2,0,0,15,0,7,0,0,0,0,15,0,0,0,0,2,1,1,0,0,2
95640107,806,80069,4,0,0,0,0,0,3,1,0,0,9,0,3,0,0,0,0,15,0,0,0,0,1,0,1,0,0,1
95640107,806,80072,1,0,0,0,0,0,4,1,0,0,2,0,1,6,1,5,0,15,0,0,0,0,1,0,1,0,0,1
95640107,806,80072,2,0,1,0,0,0,10,0,0,0,2,0,2,7,0,7,0,15,0,0,0,0,0,0,1,0,0,1
95640107,806,80072,3,0,0,0,0,0,12,2,0,0,3,0,0,10,0,10,0,15,0,0,1,0,2,0,1,1,0,1
95640107,806,80072,4,0,0,0,0,0,9,0,0,0,3,0,2,5,1,4,0,15,0,2,0,0,2,0,1,0,0,0
95640107,806,80146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80146,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,15,0,1,0,1,5,0,1,0,0,0
95640107,806,80474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80474,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80475,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80475,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95640107,806,80574,1,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0
95640107,806,80574,2,0,0,0,0,0,0,3,0,0,6,0,2,0,0,0,0,15,0,0,0,0,3,0,1,0,0,0
95640107,806,80574,3,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,15,0,1,0,0,4,0,1,0,0,0
95640107,806,80574,4,0,1,0,0,0,0,2,0,0,8,0,2,0,0,0,0,14,0,0,0,0,2,0,1,0,0,1
95640107,806,991900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
