matchId,playerId,squadId,minutesPlayed
103931303,80072,8118,60.0
103931303,80150,8118,60.0
103931303,80069,8118,60.0
103931303,80535,8118,60.0
103931303,80701,8118,60.0
103931303,80068,8118,60.0
103931303,991899,8118,60.0
103931303,1001708,8118,0.0
103931303,999823,8118,0.0
103931303,993358,8118,0.0
103931303,80052,8119,60.0
103931303,80067,8119,60.0
103931303,80041,8119,60.0
103931303,80833,8119,46.583333333333336
103931303,80299,8119,55.0
103931303,80470,8119,60.0
103931303,80048,8119,60.0
103931303,80152,8119,19.25
103931303,1007301,8119,0.0
103931303,994215,8119,0.0
