matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
103931303,80072,Susan,Pettitt,S.Pettitt,"Pettitt, S",8118
103931303,80150,Jo,Harten,J.Harten,"Harten, J",8118
103931303,80069,Kim,Green,K.Green,"Green, K",8118
103931303,80535,Serena,Guthrie,S.Guthrie,"Guthrie, S",8118
103931303,80701,Jamie-Lee,Price,J.Price,"Price, J",8118
103931303,80068,Bec,Bulley,B.Bulley,"Bulley, B",8118
103931303,991899,Sam,Poolman,S.Poolman,"Poolman, S",8118
103931303,1001708,Kiera,Austin,K.Austin,"Austin, K",8118
103931303,999823,Kristina,Brice,K.Brice,"Brice, K",8118
103931303,993358,Kristiana,Manuâ€™a,K.Manuâ€™a,"Manuâ€™a, K",8118
103931303,80052,Caitlin,Thwaites,C.Thwaites,"Thwaites, C",8119
103931303,80067,Erin,Bell,E.Bell,"Bell, E",8119
103931303,80041,Madi,Browne,M.Browne,"Browne, M",8119
103931303,80833,Kim,Ravaillion,K.Ravaillion,"Ravaillion, K",8119
103931303,80299,Ash,Brazill,A.Brazill,"Brazill, A",8119
103931303,80470,April,Brandley,A.Brandley,"Brandley, A",8119
103931303,80048,Sharni,Layton,S.Layton,"Layton, S",8119
103931303,80152,Shae,Brown,S.Brown,"Brown, S",8119
103931303,1007301,Matilda,Garrett,M.Garrett,"Garrett, M",8119
103931303,994215,Alice,Teague-Neeld,A.Teague-Neeld,"Teague-Neeld, A",8119
