matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650304,801,58.0,5.0,58.0,5.0,4.0,2.0,0.0,1.0,1.0,43.0,64.0,46.0,3.0,3.0,6.0,9.0,56.0,100.0,20.0,55.0,20.0,47.0,2.0,43.0,63.0,14.0,47.0,2.0,49.0,32.0,11.0,6.0,7.0,12.0,10.0,14.0,305.0,23.0,5.0,69.0,8.0,51.0,30.0,7.0,39.0,51.0,0.0,0.0,50.0,13.0,2.0,93.0,93.0,52.68817204301075,52.22222222222223,0.46594982078852354
116650304,8117,50.0,10.0,50.0,10.0,2.0,7.0,1.0,0.0,1.0,46.0,66.0,48.0,5.0,5.0,7.0,12.0,56.0,91.0,17.0,35.0,25.0,42.0,5.0,43.0,60.0,13.0,42.0,5.0,47.0,33.0,6.0,8.0,12.0,7.0,7.0,31.0,257.5,18.0,2.0,66.0,13.0,52.0,32.0,9.0,40.0,49.0,0.0,0.0,62.0,12.0,4.0,90.0,90.0,52.22222222222223,52.68817204301075,-0.46594982078852354
